,Runs_scored_batting,balls faced,4s_batting,6s_batting,strikerate,Num_matches_batted,Name,Born,Age,Batting_Style,Bowling_Style,Playing_Role,National_Team,player_img,career_start,career_latest,Overs,Maindens,runs_given_baller,wickets_baller,economy_baller,dot_balls_baller,4s_baller,6s_baller,wides_baller,NB_baller,Num_matches_bowled,catches,stumps,batting_average,Playing_Role_New,Rank,Combined_Rank,Is_Captain
61,224.0,280.0,15.0,6.0,75.10633333333334,30.0,Mitchell Starc,"January 30, 1990, Baulkham Hills, Sydney, New South Wales",33y 186d,Left hand Bat,Left arm Fast,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Mitchell_Starc_fielding_2021_%28cropped%29.jpg/220px-Mitchell_Starc_fielding_2021_%28cropped%29.jpg,2010,2023,384.5,16.0,2141.0,85.0,5.502142857142857,1324.0,218.0,38.0,98.0,3.0,42.0,38.0,0.0,7.466666666666667,Bowler,2.0,51.072698948461635,
62,196.0,259.0,12.0,2.0,61.43333333333333,30.0,Pat Cummins,"May 08, 1993, Westmead, Sydney",30y 88d,Right hand Bat,Right arm Fast,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/2018.01.21.14.55.22-Roy_c_Finch_b_Cummins-0001_%2840183230984%29_%28Cummins_cropped%29.jpg/220px-2018.01.21.14.55.22-Roy_c_Finch_b_Cummins-0001_%2840183230984%29_%28Cummins_cropped%29.jpg,2011,2023,347.4,31.0,1757.0,67.0,4.982820512820513,1252.0,176.0,30.0,75.0,6.0,39.0,19.0,0.0,6.533333333333333,Bowler,3.0,40.28027581948232,Yes
63,60.0,71.0,4.0,1.0,52.479285714285716,14.0,Josh Hazlewood,"January 08, 1991, Tamworth, New South Wales",32y 208d,Left hand Bat,Right arm Fast medium,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/2018.01.21.17.06.41-Hazelwood_%2839139885264%29.jpg/220px-2018.01.21.17.06.41-Hazelwood_%2839139885264%29.jpg,2010,2023,278.6,26.0,1239.0,44.0,4.323870967741935,1044.0,129.0,16.0,23.0,2.0,31.0,22.0,0.0,4.285714285714286,Bowler,4.0,26.49250969859743,
64,93.0,107.0,7.0,0.0,66.69999999999999,9.0,Jhye Richardson,"September 20, 1996, Murdoch, Western Australia",26y 318d,Right hand Bat,Right arm Fast,Bowler,Australia,,2017,2022,135.0,11.0,793.0,27.0,5.890666666666666,436.0,89.0,17.0,15.0,0.0,15.0,5.0,0.0,10.333333333333334,Bowler,5.0,16.267904028972385,
65,45.0,42.0,5.0,2.0,95.09714285714287,7.0,Kane Richardson,"February 12, 1991, Eudunda, South Australia",32y 173d,Right hand Bat,Right arm Fast medium,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/2018.02.03.19.21.13-AUSvNZL_T20_NZL_innings%2C_SCG-0002_%2840429045331%29_%28cropped%29.jpg/220px-2018.02.03.19.21.13-AUSvNZL_T20_NZL_innings%2C_SCG-0002_%2840429045331%29_%28cropped%29.jpg,2013,2022,88.5,2.0,542.0,18.0,6.0840000000000005,258.0,64.0,5.0,11.0,0.0,10.0,7.0,0.0,6.428571428571429,Bowler,6.0,10.865746219592372,
66,260.0,297.0,24.0,3.0,80.16285714285713,14.0,Ashton Agar,"October 14, 1993, Melbourne, Victoria",29y 294d,Left hand Bat,Slow Left arm Orthodox,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/2018.02.03.20.31.23-AUSvNZL_T20_NZL_innings%2C_SCG-0002_%2838618210190%29_%28Agar_cropped%29.jpg/220px-2018.02.03.20.31.23-AUSvNZL_T20_NZL_innings%2C_SCG-0002_%2838618210190%29_%28Agar_cropped%29.jpg,2013,2023,144.0,4.0,736.0,16.0,5.124705882352941,409.0,49.0,15.0,6.0,0.0,17.0,10.0,0.0,18.571428571428573,Bowler,7.0,9.678053259871442,
67,21.0,23.0,0.0,0.0,88.88833333333334,6.0,Jason Behrendorff,"April 20, 1990, Camden, New South Wales",33y 106d,Right hand Bat,Left arm Fast medium,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jason_behrendorff.jpg/220px-Jason_behrendorff.jpg,2017,2022,107.3,7.0,568.0,16.0,5.325,360.0,56.0,10.0,10.0,1.0,12.0,3.0,0.0,3.5,Bowler,8.0,9.675117370892018,
68,31.0,37.0,2.0,1.0,83.3325,8.0,Nathan Lyon,"November 20, 1987, Young, New South Wales",35y 257d,Right hand Bat,Right arm Offbreak,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Nathan_Lyon_%281%29.jpg/220px-Nathan_Lyon_%281%29.jpg,2011,2023,151.0,2.0,742.0,12.0,5.074375,436.0,43.0,15.0,5.0,0.0,16.0,7.0,0.0,3.875,Bowler,9.0,7.278827441803177,
69,57.0,48.0,5.0,2.0,190.6257142857143,7.0,Andrew Tye,"December 12, 1986, Perth, Western Australia",36y 235d,Right hand Bat,Right arm Medium fast,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/2018.02.03.20.38.56-AUSvNZL_T20_NZL_innings%2C_SCG-0001_%2838618205890%29_%28Tye_cropped%29.jpg/220px-2018.02.03.20.38.56-AUSvNZL_T20_NZL_innings%2C_SCG-0001_%2838618205890%29_%28Tye_cropped%29.jpg,2016,2021,63.9,1.0,392.0,12.0,6.112857142857143,189.0,34.0,8.0,11.0,2.0,7.0,1.0,0.0,8.142857142857142,Bowler,10.0,7.265435849497545,
70,16.0,14.0,3.0,0.0,87.5,2.0,Matthew Kuhnemann,"September 20, 1996",26y 318d,Left hand Bat,Slow Left arm Orthodox,Bowler,Australia,,2022,2023,38.0,3.0,191.0,6.0,5.125,113.0,20.0,0.0,2.0,0.0,4.0,2.0,0.0,8.0,Bowler,11.0,3.6780487804878046,
71,3.0,22.0,0.0,0.0,10.095,4.0,Billy Stanlake,"November 04, 1994, Hervey Bay, Australia",28y 273d,Left hand Bat,Right arm Fast,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/2018.02.03.19.47.57-Billy_Stanlake_%2840429028151%29.jpg/220px-2018.02.03.19.47.57-Billy_Stanlake_%2840429028151%29.jpg,2017,2019,46.0,2.0,256.0,6.0,5.76,155.0,28.0,5.0,2.0,0.0,5.0,1.0,0.0,0.75,Bowler,12.0,3.6694444444444443,
72,6.0,7.0,0.0,0.0,100.0,3.0,Nathan Ellis,"September 22, 1994, Greenacre, New South Wales",28y 316d,Right hand Bat,Right arm Fast medium,Bowler,Australia,,2021,2023,28.0,0.0,153.0,5.0,5.19,80.0,13.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,Bowler,13.0,3.077071290944123,
73,2.0,2.0,0.0,0.0,100.0,1.0,Mitchell Swepson,"October 04, 1993",29y 304d,Right hand Bat,Legbreak,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Mitchell_Swepson.png/220px-Mitchell_Swepson.png,2018,2022,26.2,0.0,161.0,3.0,6.136666666666667,67.0,12.0,5.0,2.0,0.0,3.0,0.0,0.0,2.0,Bowler,14.0,1.8651819663226505,
74,10.0,12.0,1.0,0.0,45.45,2.0,Peter Siddle,"November 25, 1984, Traralgon, Victoria",38y 252d,Right hand Bat,Right arm Fast medium,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/2_19_Peter_Siddle.jpg/220px-2_19_Peter_Siddle.jpg,2008,2019,25.0,1.0,162.0,2.0,6.489999999999999,68.0,15.0,2.0,6.0,0.0,3.0,1.0,0.0,5.0,Bowler,15.0,1.2616332819722649,
75,50.0,42.0,4.0,2.0,131.94,2.0,Wes Agar,"February 05, 1997, Malvern, Victoria",26y 180d,Right hand Bat,Right arm Fast,Bowler,Australia,,2021,2021,11.0,1.0,39.0,0.0,3.65,45.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,25.0,Bowler,16.0,0.1095890410958904,
76,0.0,0.0,0.0,0.0,0.0,1.0,Riley Meredith,"June 21, 1996, Hobart, Tasmania",27y 44d,Right hand Bat,Right arm Fast,Bowler,Australia,,2021,2021,5.0,0.0,36.0,0.0,7.2,18.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Bowler,17.0,0.05555555555555556,
77,166.0,136.0,16.0,5.0,96.82857142857142,7.0,Nathan Coulter-Nile,"October 11, 1987, Osborne Park, Western Australia",35y 297d,Right hand Bat,Right arm Fast,Bowling Allrounder,Australia,,2013,2019,94.2,5.0,570.0,15.0,6.21,285.0,65.0,9.0,11.0,0.0,11.0,7.0,0.0,23.714285714285715,Bowling Allrounder,1.0,38.323634690591206,
78,128.0,119.0,15.0,2.0,93.88428571428572,7.0,Sean Abbott,"February 29, 1992, Windsor, New South Wales",31y 157d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Australia,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Sean_Abbott_playing_for_the_Sydney_Sixers.jpg/220px-Sean_Abbott_playing_for_the_Sydney_Sixers.jpg,2014,2023,77.0,7.0,390.0,12.0,4.795,259.0,37.0,6.0,9.0,0.0,10.0,4.0,0.0,18.285714285714285,Bowling Allrounder,2.0,35.46413868613139,
79,36.0,73.0,3.0,0.0,71.176,5.0,Moises Henriques,"February 01, 1987, Funchal, Portugal",36y 184d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Australia,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Moises_Henriques_with_the_Sydney_Sixers.jpg/220px-Moises_Henriques_with_the_Sydney_Sixers.jpg,2009,2021,8.0,0.0,41.0,1.0,5.925,19.0,2.0,1.0,1.0,0.0,2.0,6.0,0.0,7.2,Bowling Allrounder,3.0,23.126555274261605,
80,8.0,16.0,0.0,0.0,71.425,2.0,Michael Neser,"March 29, 1990, Pretoria, South Africa",33y 128d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/4_06_Michael_Neser.jpg/220px-4_06_Michael_Neser.jpg,2018,2022,16.4,1.0,120.0,2.0,7.14,55.0,19.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,Bowling Allrounder,4.0,22.855511204481793,
81,1610.0,1818.0,150.0,17.0,80.57027027027027,37.0,Steven Smith,"June 02, 1989, Sydney, New South Wales",34y 63d,Right hand Bat,Legbreak Googly,Middle order Batter,Australia,,2010,2023,5.0,0.0,40.0,1.0,9.25,14.0,1.0,4.0,1.0,0.0,4.0,81.0,0.0,43.513513513513516,Middle order Batter,1.0,602.9008108108108,
82,978.0,925.0,119.0,19.0,91.22416666666668,24.0,Travis Head,"December 29, 1993, Adelaide, South Australia",29y 218d,Left hand Bat,Right arm Offbreak,Middle order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Travis_Head_bowling_at_Perth_Stadium%2C_First_Test_Australia_versus_West_Indies%2C_2_December_2022_03_%28cropped%29.jpg/220px-Travis_Head_bowling_at_Perth_Stadium%2C_First_Test_Australia_versus_West_Indies%2C_2_December_2022_03_%28cropped%29.jpg,2016,2023,22.5,0.0,151.0,2.0,6.554285714285713,51.0,14.0,2.0,0.0,0.0,7.0,14.0,0.0,40.75,Middle order Batter,2.0,383.92974999999996,
83,483.0,500.0,36.0,5.0,86.36615384615385,13.0,Peter Handscomb,"April 26, 1991, Melbourne, Victoria",32y 100d,Right hand Bat,,Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Peter_Handscomb.jpg/220px-Peter_Handscomb.jpg,2016,2023,,,,,,,,,,,,14.0,0.0,37.15384615384615,Middle order Batter,3.0,207.9636923076923,
84,192.0,160.0,10.0,10.0,92.45428571428572,7.0,Ashton Turner,"January 25, 1993, Perth",30y 191d,Right hand Bat,Right arm Offbreak,Middle order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/ASHTON_TURNER_%2815520068750%29.jpg/220px-ASHTON_TURNER_%2815520068750%29.jpg,2017,2021,14.0,1.0,60.0,2.0,4.515000000000001,54.0,3.0,2.0,2.0,0.0,2.0,4.0,0.0,27.428571428571427,Middle order Batter,4.0,104.5362857142857,
85,35.0,53.0,3.0,0.0,60.75666666666667,3.0,Cameron White,"August 18, 1983, Bairnsdale, Victoria",39y 351d,Right hand Bat,Legbreak Googly,Middle order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Cameron_White.jpg/220px-Cameron_White.jpg,2005,2018,,,,,,,,,,,,37.0,0.0,11.666666666666666,Middle order Batter,5.0,34.56033333333333,
86,2481.0,2896.0,215.0,66.0,68.9093442622951,61.0,Aaron Finch,"November 17, 1986, Colac, Victoria",36y 260d,Right hand Bat,Slow Left arm Orthodox,Top order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/AARON_FINCH_%286299558883%29.jpg/220px-AARON_FINCH_%286299558883%29.jpg,2011,2022,25.0,0.0,146.0,2.0,6.843333333333334,62.0,12.0,3.0,2.0,0.0,9.0,71.0,0.0,40.67213114754098,Top order Batter,1.0,782.6535163934426,
87,1760.0,1916.0,196.0,22.0,84.35048780487804,41.0,David Warner,"October 27, 1986, Paddington, New South Wales",36y 281d,Left hand Bat,Legbreak,Opening Batter,Australia,,2009,2023,,,,,,,,,,,,62.0,0.0,42.926829268292686,Top order Batter,2.0,572.5470609756097,
88,1085.0,1278.0,107.0,5.0,82.69727272727272,22.0,Usman Khawaja,"December 18, 1986, Islamabad, Pakistan",36y 229d,Left hand Bat,Right arm Medium,Top order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/2018.01.05.17.43.25-Usman_Khawaja_%26_Steve_Smith_%2838876757994%29_%28Khawaja_cropped%29.jpg/220px-2018.01.05.17.43.25-Usman_Khawaja_%26_Steve_Smith_%2838876757994%29_%28Khawaja_cropped%29.jpg,2011,2023,,,,,,,,,,,,13.0,0.0,49.31818181818182,Top order Batter,3.0,371.7054090909091,
89,877.0,964.0,61.0,18.0,76.5985,20.0,Shaun Marsh,"July 09, 1983, Narrogin, Western Australia",40y 26d,Left hand Bat,Slow Left arm Orthodox,Top order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Shaun_Marsh.jpg/220px-Shaun_Marsh.jpg,2008,2019,,,,,,,,,,,,22.0,0.0,43.85,Top order Batter,4.0,305.25697499999995,
90,211.0,269.0,16.0,1.0,68.1575,8.0,D'Arcy Short,"August 09, 1990, Katherine, Northern Territory",32y 360d,Left hand Bat,Left arm Wrist spin,Opening Batter,Australia,,2018,2020,15.0,0.0,114.0,0.0,8.632,28.0,8.0,3.0,0.0,0.0,5.0,2.0,0.0,26.375,Top order Batter,5.0,96.38637499999999,
91,59.0,77.0,5.0,2.0,48.95666666666667,3.0,Chris Lynn,"April 10, 1990, Brisbane, Queensland",33y 116d,Right hand Bat,Slow Left arm Orthodox,Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Brisbane_Heat_vs_Melbourne_Stars_T20_7_%28cropped%29.jpg/220px-Brisbane_Heat_vs_Melbourne_Stars_T20_7_%28cropped%29.jpg,2014,2018,,,,,,,,,,,,3.0,0.0,19.666666666666668,Top order Batter,6.0,41.71816666666666,
92,90.0,124.0,7.0,2.0,75.33666666666666,3.0,Matthew Wade,"December 26, 1987, Hobart, Tasmania",35y 221d,Left hand Bat,Right arm Medium,Wicketkeeper Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Matthew_Wade.jpg/220px-Matthew_Wade.jpg,2011,2022,,,,,,,,,,,,108.0,9.0,30.0,Wicketkeeper Batter,1.0,53.31733333333333,
93,1667.0,1896.0,154.0,14.0,87.40155172413793,58.0,Alex Carey,"August 27, 1991, Loxton, South Australia",31y 342d,Left hand Bat,,Wicketkeeper Batter,Australia,,2018,2023,,,,,,,,,,,,73.0,8.0,28.74137931034483,Wicketkeeper Batter,2.0,46.352724137931034,
94,153.0,187.0,10.0,1.0,77.62555555555555,9.0,Tim Paine,"December 08, 1984, Hobart, Tasmania",38y 239d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Poised_for_the_start_of_Day_4_of_the_3rd_Test_of_the_2019_Ashes_Ben_Stokes%3B_Tim_Paine%3B_umpire_Joel_Wilson%3B_Usman_Khawaja_and_Matthew_Wade_%2848630622833%29_%28cropped%29.jpg/220px-thumbnail.jpg,2009,2021,,,,,,,,,,,,51.0,4.0,17.0,Wicketkeeper Batter,3.0,34.37511111111111,
95,223.0,278.0,19.0,5.0,61.038,5.0,Ben McDermott,"December 12, 1994, Brisbane",28y 235d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Australia,,2018,2022,,,,,,,,,,,,0.0,0.0,44.6,Wicketkeeper Batter,4.0,25.587600000000002,
96,65.0,89.0,8.0,2.0,67.66,3.0,Josh Philippe,"June 01, 1997",26y 64d,Right hand Bat,,Wicketkeeper Batter,Australia,,2021,2021,,,,,,,,,,,,1.0,0.0,21.666666666666668,Wicketkeeper Batter,5.0,20.282,
97,41.0,53.0,3.0,1.0,69.59666666666668,3.0,Josh Inglis,"March 04, 1995, Leeds, Yorkshire, England",28y 153d,Right hand Bat,,Wicketkeeper Batter,Australia,,2022,2023,,,,,,,,,,,,0.0,0.0,13.666666666666666,Wicketkeeper Batter,6.0,18.019333333333336,
98,449.0,463.0,38.0,10.0,84.96388888888889,18.0,Jean-Paul Duminy,"April 14, 1984, Strandfontein, Cape Town, Cape Province",39y 112d,Left hand Bat,Right arm Offbreak,Batting Allrounder,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/JP_DUMINY_%2815681049126%29.jpg/220px-JP_DUMINY_%2815681049126%29.jpg,2004,2019,66.0,1.0,377.0,6.0,6.10875,174.0,30.0,6.0,6.0,0.0,16.0,82.0,0.0,24.944444444444443,Batting Allrounder,1.0,129.97444444444443,
99,180.0,229.0,20.0,1.0,77.88199999999999,5.0,JJ Smuts,"September 21, 1988, Grahamstown, Cape Province",34y 317d,Right hand Bat,Slow Left arm Orthodox,Batting Allrounder,South Africa,,2017,2021,30.0,1.0,164.0,4.0,5.3325,76.0,9.0,4.0,0.0,0.0,4.0,3.0,0.0,36.0,Batting Allrounder,2.0,75.1528,
100,1.0,5.0,0.0,0.0,20.0,1.0,Farhaan Behardien,"October 09, 1983, Johannesburg",39y 299d,Right hand Bat,Right arm Fast medium,Batting Allrounder,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/FARHAAN_BERHARDIEN_%2815681095246%29.jpg/220px-FARHAAN_BERHARDIEN_%2815681095246%29.jpg,2012,2018,,,,,,,,,,,,27.0,0.0,1.0,Batting Allrounder,,,
101,80.0,131.0,5.0,5.0,83.34941176470589,17.0,Lungi Ngidi,"March 29, 1996, Durban, Natal",27y 128d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Lungi_Ngidi_2022.jpg/220px-Lungi_Ngidi_2022.jpg,2017,2023,346.6,19.0,2004.0,73.0,5.720697674418605,1131.0,227.0,36.0,53.0,5.0,43.0,11.0,0.0,4.705882352941177,Bowler,1.0,43.869921541526075,
102,157.0,192.0,12.0,4.0,85.3155,20.0,Kagiso Rabada,"May 25, 1995, Johannesburg",28y 71d,Left hand Bat,Right arm Fast,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rabada.jpg/220px-Rabada.jpg,2014,2023,393.0,27.0,1960.0,65.0,4.9565909090909095,1422.0,201.0,31.0,72.0,15.0,44.0,31.0,0.0,7.85,Bowler,2.0,39.08070062818103,
103,18.0,43.0,1.0,0.0,27.17,8.0,Tabraiz Shamsi,"February 18, 1990, Johannesburg, Gauteng",33y 167d,Right hand Bat,Left arm Wrist spin,Bowler,South Africa,,2016,2023,303.0,5.0,1713.0,49.0,5.886571428571429,883.0,133.0,40.0,52.0,1.0,35.0,8.0,0.0,2.25,Bowler,3.0,29.467951269232636,
104,30.0,46.0,2.0,0.0,67.12833333333333,6.0,Anrich Nortje,"November 16, 1993",29y 261d,Right hand Bat,Right arm Fast,Bowler,South Africa,,2019,2023,161.6,4.0,924.0,36.0,5.6415,526.0,101.0,16.0,15.0,2.0,20.0,3.0,0.0,5.0,Bowler,4.0,21.670903128600546,
105,39.0,64.0,5.0,0.0,45.95818181818182,11.0,Imran Tahir,"March 27, 1979, Lahore, Punjab",44y 130d,Right hand Bat,Legbreak Googly,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Imran_Tahir.jpg/220px-Imran_Tahir.jpg,2011,2019,218.4,8.0,1023.0,35.0,4.7204,663.0,80.0,11.0,11.0,0.0,25.0,25.0,0.0,3.5454545454545454,Bowler,5.0,21.084738581476145,
106,159.0,167.0,21.0,1.0,90.38461538461539,13.0,Keshav Maharaj,"February 07, 1990, Durban, Natal",33y 178d,Right hand Bat,Slow Left arm Orthodox,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/New_face_6-_Keshav_Maharaj.jpg/220px-New_face_6-_Keshav_Maharaj.jpg,2016,2023,199.0,5.0,939.0,25.0,4.852173913043478,565.0,49.0,20.0,9.0,2.0,23.0,4.0,0.0,12.23076923076923,Bowler,6.0,15.082437275985663,
107,67.0,101.0,9.0,1.0,57.795,4.0,Dale Steyn,"June 27, 1983, Phalaborwa",40y 38d,Right hand Bat,Right arm Fast,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Dale_Steyn_YM.jpg/220px-Dale_Steyn_YM.jpg,2004,2020,72.3,3.0,294.0,16.0,4.091111111111111,288.0,29.0,3.0,8.0,0.0,9.0,28.0,0.0,16.75,Bowler,7.0,9.697772949483976,
108,12.0,17.0,2.0,0.0,64.5825,4.0,Sisanda Magala,"January 07, 1991, Port Elizabeth, Cape Province",32y 209d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,,2021,2023,53.0,4.0,335.0,14.0,6.306666666666666,157.0,29.0,6.0,15.0,4.0,6.0,2.0,0.0,3.0,Bowler,8.0,8.463424947145878,
109,2.0,8.0,0.0,0.0,23.333333333333332,3.0,Bjorn Fortuin,"October 21, 1994, Paarl",28y 287d,Right hand Bat,Slow Left arm Orthodox,Bowler,South Africa,,2019,2023,31.0,2.0,175.0,6.0,5.555,89.0,14.0,6.0,1.0,0.0,4.0,0.0,0.0,0.6666666666666666,Bowler,9.0,3.6720072007200715,
110,66.0,75.0,4.0,1.0,80.49199999999999,5.0,Wayne Parnell,"July 30, 1989, Port Elizabeth, Cape Province",34y 5d,Left hand Bat,Left arm Medium fast,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/WAYNE_PARNELL_%2815520474620%29.jpg/220px-WAYNE_PARNELL_%2815520474620%29.jpg,2009,2023,51.7,3.0,272.0,5.0,4.93875,188.0,33.0,5.0,9.0,0.0,8.0,13.0,0.0,13.2,Bowler,10.0,3.0809921538850924,
111,6.0,19.0,0.0,0.0,31.666666666666668,3.0,Beuran Hendricks,"June 08, 1990, Louis Leipoldt Hospital, Bellville, Cape Town",33y 57d,Left hand Bat,Left arm Fast medium,Bowler,South Africa,,2014,2021,46.0,1.0,249.0,5.0,5.34,154.0,27.0,3.0,12.0,2.0,6.0,2.0,0.0,2.0,Bowler,11.0,3.0749063670411987,
112,1.0,3.0,0.0,0.0,33.33,1.0,Gerald Coetzee,"October 02, 2000",22y 306d,Right hand Bat,Right arm Fast,Bowler,South Africa,,2023,2023,20.0,0.0,110.0,5.0,5.5,61.0,9.0,2.0,5.0,0.0,2.0,0.0,0.0,1.0,Bowler,12.0,3.0727272727272728,
113,,,,,,,Duanne Olivier,"May 09, 1992, Groblersdal",31y 87d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Duanne_Olivier_2019.jpg/220px-Duanne_Olivier_2019.jpg,2017,2022,19.0,0.0,124.0,3.0,6.48,52.0,14.0,2.0,3.0,0.0,2.0,0.0,0.0,,Bowler,13.0,1.8617283950617283,
114,22.0,26.0,0.0,2.0,40.8975,4.0,Morne Morkel,"October 06, 1984, Vereeniging, Transvaal",38y 302d,Left hand Bat,Right arm Fast,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Morne_Morkel_6.jpg/220px-Morne_Morkel_6.jpg,2006,2018,38.0,2.0,206.0,2.0,5.68,138.0,28.0,3.0,11.0,0.0,5.0,31.0,0.0,5.5,Bowler,14.0,1.2704225352112675,
115,14.0,19.0,0.0,0.0,75.71000000000001,2.0,Lutho Sipamla,"May 12, 1998, Port Elizabeth",25y 84d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,,2019,2022,30.2,1.0,172.0,2.0,5.885,96.0,18.0,2.0,6.0,1.0,4.0,1.0,0.0,7.0,Bowler,15.0,1.2679694137638062,
116,17.0,10.0,2.0,1.0,170.0,1.0,Daryn Dupavillon,"July 15, 1994, Durban, KwaZulu-Natal",29y 20d,Right hand Bat,Right arm Fast,Bowler,South Africa,,2020,2021,11.0,0.0,51.0,1.0,4.75,35.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,17.0,Bowler,16.0,0.6842105263157895,
117,8.0,6.0,1.0,0.0,133.32999999999998,2.0,Junior Dala,"December 29, 1989, Lusaka, Zambia",33y 218d,Right hand Bat,Right arm Medium,Bowler,South Africa,,2018,2021,17.0,0.0,121.0,1.0,7.165,46.0,13.0,2.0,5.0,1.0,2.0,1.0,0.0,4.0,Bowler,17.0,0.6558269364968597,
118,,,,,,,Lizaad Williams,"October 01, 1993, Vredenburg",29y 307d,Left hand Bat,Right arm Medium fast,Bowler,South Africa,,2021,2023,8.0,0.0,62.0,1.0,7.75,19.0,7.0,0.0,5.0,1.0,1.0,0.0,0.0,,Bowler,18.0,0.6516129032258065,
119,,,,,,,Dane Paterson,"April 04, 1989, Cape Town, Cape Province",34y 122d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/3_02_Dane_Paterson.jpg/220px-3_02_Dane_Paterson.jpg,2017,2020,8.0,1.0,37.0,0.0,4.62,30.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,,Bowler,19.0,0.08658008658008659,
120,604.0,724.0,54.0,21.0,83.97243243243243,37.0,Andile Phehlukwayo,"March 03, 1996, Durban",27y 154d,Left hand Bat,Right arm Medium fast,Bowling Allrounder,South Africa,,2016,2023,330.1,8.0,1913.0,63.0,6.114791666666666,955.0,173.0,22.0,104.0,4.0,48.0,16.0,0.0,16.324324324324323,Bowling Allrounder,1.0,47.38930216844216,
121,27.0,29.0,3.0,0.0,127.5,2.0,George Linde,"December 04, 1991, Cape Town",31y 243d,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,South Africa,,2019,2021,15.0,1.0,72.0,3.0,5.6,46.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,13.5,Bowling Allrounder,2.0,41.885714285714286,
122,143.0,132.0,10.0,5.0,110.65875,8.0,Chris Morris,"April 30, 1987, Pretoria, Transvaal",36y 96d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,South Africa,,2012,2019,98.4,5.0,550.0,15.0,5.521666666666667,317.0,63.0,6.0,12.0,0.0,12.0,9.0,0.0,17.875,Bowling Allrounder,3.0,41.308845947781464,
