Player_Name,matches,inns,not_out,runs_scored,HS,batting_ave,ball_faced,batting_SR,100s,50s,fours,six,odi_year
Charles Amini,49,49,1,1128,109,23.50,1674,67.38,1,7,94,12,2019-2019
Chad Soper,56,54,16,751,46*,19.76,1315,57.11,0,0,35,8,2019-2019
Lega Siaka,47,47,0,931,109,19.80,1238,75.20,1,2,88,14,2019-2019
Sese Bau,57,57,3,1089,81*,20.16,1763,61.76,0,5,92,11,2019-2019
Norman Vanua,57,53,4,837,60,17.08,1028,81.42,0,2,41,49,2019-2019
Nosaina Pokana,21,15,6,63,11*,7.00,159,39.62,0,0,3,1,2019-2019
Damien Ravu,18,17,7,129,38*,12.90,197,65.48,0,0,9,4,2019-2019
Lorcan Tucker,44,37,4,685,83,20.75,870,78.73,0,3,58,10,2019-2019
Gary Wilson,105,99,12,2072,113,23.81,2880,71.94,1,12,180,21,2019-2019
Mark Adair,41,30,11,359,32,18.89,312,115.06,0,0,26,18,2019-2019
Josh Little,32,13,5,51,20,6.37,55,92.72,0,0,7,1,2019-2019
James Vince,25,22,0,616,102,28.00,703,87.62,1,3,76,3,2019-2019
Dawid Malan,18,18,4,769,134,54.92,826,93.09,4,3,65,19,2019-2019
Joe Denly,16,13,0,446,87,34.30,629,70.90,0,4,44,6,2019-2019
Ben Foakes,1,1,1,61,61*,-,76,80.26,0,1,3,1,2019-2019
David Willey,64,37,15,538,51,24.45,602,89.36,0,2,46,15,2019-2019
Jofra Archer,21,11,6,32,8*,6.40,48,66.66,0,0,3,0,2019-2019
Kemar Roach,95,60,36,308,34,12.83,594,51.85,0,0,24,6,2019-2019
Shannon Gabriel,25,16,9,24,12*,3.42,63,38.09,0,0,1,0,2019-2019
Sunil Ambris,16,15,2,473,148,36.38,494,95.74,1,2,54,3,2019-2019
Roston Chase,42,31,4,687,94,25.44,910,75.49,0,3,48,4,2019-2019
Jonathan Carter,33,28,3,581,54,23.24,822,70.68,0,3,48,10,2019-2019
Shane Dowrich,1,1,0,6,6,6.00,8,75.00,0,0,1,0,2019-2019
Shakib Al Hasan,235,222,30,7211,134*,37.55,8734,82.56,9,53,660,46,2019-2019
Matthew Cross,90,83,2,1941,114,23.96,2733,71.02,2,10,177,23,2019-2019
Kyle Coetzer,89,87,5,3192,156,38.92,3875,82.37,5,21,412,40,2019-2019
Calum MacLeod,88,86,7,3026,175,38.30,3756,80.56,10,13,312,35,2019-2019
Richie Berrington,112,106,12,2928,127,31.14,3928,74.54,4,18,198,65,2019-2019
George Munsey,53,52,9,1593,103*,37.04,1945,81.90,1,11,161,41,2019-2019
Craig Wallace,32,28,1,574,58,21.25,630,91.11,0,4,47,12,2019-2019
Tom Sole,10,7,1,46,20,7.66,43,106.97,0,0,7,0,2019-2019
Safyaan Sharif,77,53,24,540,40*,18.62,746,72.38,0,0,36,5,2019-2019
Hamid Hassan,38,22,6,107,17,6.68,195,54.87,0,0,10,3,2019-2019
Sharafuddin Ashraf,19,11,4,66,21,9.42,100,66.00,0,0,3,2,2019-2019
Brad Wheal,13,7,3,16,14,4.00,31,51.61,0,0,3,0,2019-2019
Alasdair Evans,42,19,8,100,28,9.09,157,63.69,0,0,9,1,2019-2019
Mark Watt,61,40,13,522,47,19.33,631,82.72,0,0,45,7,2019-2019
Fabian Allen,20,16,3,200,51,15.38,203,98.52,0,1,18,8,2019-2019
Asif Ali,21,16,1,382,52,25.46,314,121.65,0,3,22,21,2019-2019
Raymon Reifer,6,5,0,51,27,10.20,101,50.49,0,0,1,0,2019-2019
Abu Jayed,2,-,-,-,-,-,-,-,-,-,-,-,2019-2019
Mosaddek Hossain,43,35,10,634,52*,25.36,766,82.76,0,3,58,13,2019-2019
Dimuth Karunaratne,44,40,4,1248,103,34.66,1559,80.05,1,11,121,1,2019-2019
Angelo Mathews,221,191,48,5865,139*,41.01,7058,83.09,3,40,464,89,2019-2019
Lahiru Thirimanne,127,106,14,3194,139*,34.71,4419,72.27,4,21,246,25,2019-2019
Jeevan Mendis,58,44,10,636,72,18.70,769,82.70,0,1,48,13,2019-2019
Suranga Lakmal,86,48,22,244,26,9.38,404,60.39,0,0,18,3,2019-2019
Michael Leask,69,57,11,1268,107*,27.56,1114,113.82,1,7,100,57,2019-2019
Wahab Riaz,91,66,15,740,54*,14.50,849,87.16,0,3,55,30,2019-2019
Andre Russell,56,47,9,1034,92*,27.21,794,130.22,0,4,94,57,2019-2019
David Warner,142,140,6,6030,179,45.00,6337,95.15,19,27,639,92,2019-2019
Steven Smith,142,126,15,4939,164,44.49,5643,87.52,12,29,435,47,2019-2019
Mitchell Starc,110,62,23,483,52*,12.38,566,85.33,0,1,35,13,2019-2019
Chris Morris,42,27,4,467,62,20.30,465,100.43,0,1,36,15,2019-2019
Evin Lewis,57,54,4,1847,176*,36.94,2226,82.97,4,10,185,52,2019-2019
Milinda Siriwardana,27,24,1,516,66,22.43,525,98.28,0,3,39,13,2019-2019
Hamilton Masakadza,209,208,4,5658,178*,27.73,7728,73.21,5,34,585,86,2019-2019
Brendan Taylor,205,203,15,6684,145*,35.55,8721,76.64,11,39,599,106,2019-2019
Tobias Visee,3,3,0,72,41,24.00,66,109.09,0,0,12,2,2019-2019
Max O'Dowd,33,33,2,1158,90,37.35,1565,73.99,0,10,114,14,2019-2019
Ben Cooper,13,11,1,187,74,18.70,207,90.33,0,1,23,4,2019-2019
Bas de Leede,30,29,1,765,123,27.32,1149,66.57,1,2,48,13,2019-2019
Wesley Barresi,45,44,5,1193,137*,30.58,1520,78.48,1,8,120,20,2019-2019
Fred Klaassen,19,15,7,68,13,8.50,116,58.62,0,0,2,1,2019-2019
Vivian Kingma,18,8,3,12,9*,2.40,33,36.36,0,0,0,1,2019-2019
Roelof van der Merwe,16,8,3,96,57,19.20,95,101.05,0,1,8,3,2019-2019
Paul van Meekeren,13,11,6,71,21*,14.20,85,83.52,0,0,3,2,2019-2019
Pieter Seelaar,57,39,10,347,43,11.96,593,58.51,0,0,26,5,2019-2019
Ainsley Ndlovu,2,-,-,-,-,-,-,-,-,-,-,-,2019-2019
Saqib Zulfiqar,13,13,2,181,34*,16.45,268,67.53,0,0,14,4,2019-2019
Scott Edwards,38,35,5,1212,86,40.40,1307,92.73,0,13,93,12,2019-2019
Brandon Glover,9,6,4,29,18,14.50,46,63.04,0,0,3,0,2019-2019
Jeffrey Vandersay,20,12,2,89,25,8.90,212,41.98,0,0,3,0,2019-2019
Tinashe Kamunhukamwe,7,7,0,94,51,13.42,139,67.62,0,1,9,4,2019-2019
Shane Getkate,4,2,1,23,16*,23.00,23,100.00,0,0,2,1,2019-2019
Sayed Shirzad,2,1,0,25,25,25.00,17,147.05,0,0,2,2,2019-2019
Richmond Mutumbami,36,34,2,618,74,19.31,847,72.96,0,3,61,13,2019-2019
Shafiul Islam,60,34,12,134,24*,6.09,240,55.83,0,0,13,2,2019-2019
Lahiru Kumara,26,15,6,51,10,5.66,114,44.73,0,0,6,1,2019-2019
Taijul Islam,18,12,1,110,39*,10.00,174,63.21,0,0,10,1,2019-2019
Shehan Jayasuriya,12,10,1,195,96,21.66,273,71.42,0,1,13,2,2019-2019
Wanindu Hasaranga,48,42,7,832,80*,23.77,755,110.19,0,4,75,27,2019-2019
Anamul Haque,44,41,0,1254,120,30.58,1691,74.15,3,5,122,27,2019-2019
Shreyas Iyer,42,38,3,1631,113*,46.60,1690,96.50,2,14,162,32,2019-2019
Gaudi Toka,22,21,0,268,29,12.76,483,55.48,0,0,21,2,2019-2019
Kiplin Doriga,39,38,2,730,89*,20.27,1197,60.98,0,4,64,17,2019-2019
Jay Odedra,9,3,1,4,2*,2.00,14,28.57,0,0,0,0,2019-2019
Keemo Paul,30,22,7,320,46*,21.33,330,96.96,0,0,26,12,2019-2019
Adrian Neill,9,6,4,29,14*,14.50,41,70.73,0,0,2,0,2019-2019
Aamir Kaleem,3,2,0,18,13,9.00,24,75.00,0,0,2,0,2019-2019
Gavin Main,14,4,3,82,64*,82.00,87,94.25,0,1,7,1,2019-2019
Hamza Tahir,31,8,2,26,13,4.33,78,33.33,0,0,2,0,2019-2019
Ajay Lalcheta,2,2,0,18,12,9.00,47,38.29,0,0,1,0,2019-2019
Hiri Hiri,34,34,4,454,77,15.13,815,55.70,0,1,31,5,2019-2019
Nisarg Patel,41,36,8,496,52,17.71,728,68.13,0,1,35,8,2019-2019
Elmore Hutchinson,11,8,2,142,49*,23.66,143,99.30,0,0,8,9,2019-2019
Rusty Theron,18,12,2,50,12,5.00,102,49.01,0,0,5,0,2019-2019
Jason Kila,13,13,3,159,36,15.90,244,65.16,0,0,14,2,2019-2019
Alei Nao,26,20,10,126,46,12.60,134,94.02,0,0,9,4,2019-2019
Zhivago Groenewald,4,2,1,4,3,4.00,19,21.05,0,0,0,0,2019-2019
Simon Atai,15,12,3,90,25*,10.00,173,52.02,0,0,6,0,2019-2019
Riley Hekure,25,24,2,347,58,15.77,461,75.27,0,1,26,6,2019-2019
Iftikhar Ahmed,12,11,5,246,94*,41.00,242,101.65,0,1,22,6,2019-2019
Sadeera Samarawickrama,17,14,1,400,82,30.76,440,90.90,0,3,45,0,2019-2019
Minod Bhanuka,6,6,0,140,36,23.33,194,72.16,0,0,13,2,2019-2019
Mohammad Nawaz,28,22,6,283,53,17.68,324,87.34,0,1,18,7,2019-2019
Naveen-ul-Haq,7,5,4,21,10*,21.00,29,72.41,0,0,3,0,2019-2019
Alzarri Joseph,61,36,15,358,49,17.04,497,72.03,0,0,26,16,2019-2019
Romario Shepherd,22,17,2,275,50,18.33,291,94.50,0,1,25,7,2019-2019
Kieron Pollard,123,113,9,2706,119,26.01,2866,94.41,3,13,171,135,2019-2019
Ibrahim Zadran,14,14,2,749,162,62.41,874,85.69,4,2,76,10,2019-2019
Brandon King,31,31,2,969,112,33.41,1137,85.22,2,6,109,23,2019-2019
Yamin Ahmadzai,9,5,2,9,5,3.00,32,28.12,0,0,0,0,2019-2019
Vriitya Aravind,55,55,3,1693,115*,32.55,2391,70.80,2,8,171,15,2019-2019
Darius D'Silva,6,5,1,53,31,13.25,119,44.53,0,0,8,0,2019-2019
Basil Hameed,37,34,1,817,63*,24.75,1119,73.01,0,3,58,19,2019-2019
Waheed Ahmed,7,6,1,73,23,14.60,129,56.58,0,0,8,2,2019-2019
Ahmed Raza,53,41,7,409,50,12.02,674,60.68,0,1,29,8,2019-2019
Karthik Meiyappan,31,22,4,163,24,9.05,333,48.94,0,0,11,0,2019-2019
Junaid Siddique,43,28,10,95,16*,5.27,166,57.22,0,0,4,6,2019-2019
Ian Holland,15,14,0,368,75,26.28,475,77.47,0,2,27,3,2019-2019
Akshay Homraj,8,8,0,159,44,19.87,223,71.30,0,0,9,4,2019-2019
Cameron Stevenson,18,18,5,141,34*,10.84,211,66.82,0,0,12,1,2019-2019
Nosthush Kenjige,40,31,14,357,43,21.00,484,73.76,0,0,24,5,2019-2019
Michael Jones,12,12,0,354,87,29.50,530,66.79,0,3,33,3,2019-2019
Dylan Budge,17,15,4,248,46*,22.54,312,79.48,0,0,18,1,2019-2019
Josh Davey,31,28,6,497,64,22.59,742,66.98,0,2,45,2,2019-2019
Stuart Whittingham,5,4,2,7,3*,3.50,17,41.17,0,0,0,0,2019-2019
Jonathan Figy,2,2,1,55,32*,55.00,73,75.34,0,0,4,0,2019-2019
Shivam Dube,1,1,0,9,9,9.00,6,150.00,0,0,1,0,2019-2019
Deepak Chahar,13,9,3,203,69*,33.83,207,98.06,0,2,17,8,2019-2019
Khary Pierre,3,2,0,39,21,19.50,47,82.97,0,0,4,1,2019-2019
Shardul Thakur,35,21,6,298,50*,19.86,271,109.96,0,1,29,9,2019-2019
Navdeep Saini,8,5,3,107,45,53.50,137,78.10,0,0,9,3,2019-2019
Chirag Suri,37,37,0,946,115,25.56,1506,62.81,2,5,96,13,2020-2020
Vriitya Aravind,55,55,3,1693,115*,32.55,2391,70.80,2,8,171,15,2020-2020
Darius D'Silva,6,5,1,53,31,13.25,119,44.53,0,0,8,0,2020-2020
Basil Hameed,37,34,1,817,63*,24.75,1119,73.01,0,3,58,19,2020-2020
Muhammad Usman,38,37,5,1008,102*,31.50,1312,76.82,1,4,89,22,2020-2020
Rohan Mustafa,81,75,5,1504,109,21.48,2366,63.56,1,7,123,26,2020-2020
Chundangapoyil Rizwan,41,39,6,930,109,28.18,1607,57.87,1,4,66,2,2020-2020
Waheed Ahmed,7,6,1,73,23,14.60,129,56.58,0,0,8,2,2020-2020
Zawar Farid,10,8,1,132,32*,18.85,139,94.96,0,0,15,4,2020-2020
Ahmed Raza,53,41,7,409,50,12.02,674,60.68,0,1,29,8,2020-2020
Junaid Siddique,43,28,10,95,16*,5.27,166,57.22,0,0,4,6,2020-2020
Jatinder Singh,46,45,1,1220,118*,27.72,1639,74.43,3,6,133,20,2020-2020
Khawar Ali,34,29,6,626,79*,27.21,1058,59.16,0,4,56,6,2020-2020
Mohammad Sanuth,3,2,0,46,40,23.00,39,117.94,0,0,5,1,2020-2020
Aqib Ilyas,25,23,2,1004,109*,47.80,1255,80.00,2,7,97,10,2020-2020
Zeeshan Maqsood,42,41,4,1127,109,30.45,1611,69.95,2,6,90,22,2020-2020
Naseem Khushi,32,25,2,395,69,17.17,351,112.53,0,1,26,22,2020-2020
Mohammad Nadeem,34,30,12,705,69*,39.16,1104,63.85,0,5,53,8,2020-2020
Bilal Khan,45,19,11,30,9,3.75,69,43.47,0,0,1,1,2020-2020
Kaleemullah,39,23,10,125,20,9.61,120,104.16,0,0,6,8,2020-2020
Sandeep Goud,36,29,6,581,67*,25.26,793,73.26,0,3,33,25,2020-2020
Karthik Meiyappan,31,22,4,163,24,9.05,333,48.94,0,0,11,0,2020-2020
Stephan Baard,19,19,0,348,73,18.31,595,58.48,0,2,33,3,2020-2020
Zane Green,33,27,2,662,75*,26.48,783,84.54,0,2,64,10,2020-2020
JP Kotze,8,8,0,299,136,37.37,337,88.72,1,0,27,10,2020-2020
Gerhard Erasmus,40,39,4,1593,125,45.51,1993,79.92,2,12,121,35,2020-2020
Craig Williams,18,18,2,488,129*,30.50,650,75.07,1,1,40,8,2020-2020
JJ Smit,29,26,3,651,94,28.30,773,84.21,0,2,34,31,2020-2020
Jan Frylinck,28,24,6,441,60*,24.50,502,87.84,0,3,23,12,2020-2020
Karl Birkenstock,20,18,1,258,61,15.17,447,57.71,0,1,25,2,2020-2020
Pikky Ya France,25,21,11,263,52*,26.30,300,87.66,0,1,21,10,2020-2020
Ben Shikongo,14,8,6,9,2*,4.50,37,24.32,0,0,0,0,2020-2020
Bernard Scholtz,41,23,11,176,30,14.66,293,60.06,0,0,10,2,2020-2020
Paul Stirling,154,149,3,5598,177,38.34,6413,87.29,14,28,601,135,2020-2020
Gareth Delany,21,18,5,234,22,18.00,246,95.12,0,0,20,6,2020-2020
Andy Balbirnie,101,97,7,2907,145*,32.30,3878,74.96,8,15,282,35,2020-2020
William Porterfield,148,145,3,4343,139,30.58,6298,68.95,11,20,455,32,2020-2020
Kevin O'Brien,153,141,18,3619,142,29.42,4076,88.78,2,18,332,84,2020-2020
Lorcan Tucker,44,37,4,685,83,20.75,870,78.73,0,3,58,10,2020-2020
Simi Singh,35,30,4,593,100*,22.80,815,72.76,1,1,47,7,2020-2020
Mark Adair,41,30,11,359,32,18.89,312,115.06,0,0,26,18,2020-2020
Andy McBrine,82,55,12,822,79,19.11,1163,70.67,0,2,78,13,2020-2020
Barry McCarthy,42,28,7,171,18,8.14,299,57.19,0,0,14,1,2020-2020
Boyd Rankin,75,34,21,100,18*,7.69,239,41.84,0,0,4,1,2020-2020
Shai Hope,115,110,14,4829,170,50.30,6291,76.76,15,23,394,79,2020-2020
Evin Lewis,57,54,4,1847,176*,36.94,2226,82.97,4,10,185,52,2020-2020
Brandon King,31,31,2,969,112,33.41,1137,85.22,2,6,109,23,2020-2020
Shimron Hetmyer,47,44,3,1447,139,35.29,1360,106.39,5,4,111,52,2020-2020
Nicholas Pooran,61,58,8,1983,118,39.66,2000,99.15,3,11,157,80,2020-2020
Roston Chase,42,31,4,687,94,25.44,910,75.49,0,3,48,4,2020-2020
Kieron Pollard,123,113,9,2706,119,26.01,2866,94.41,3,13,171,135,2020-2020
Sheldon Cottrell,38,19,11,88,17,11.00,130,67.69,0,0,6,4,2020-2020
Keemo Paul,30,22,7,320,46*,21.33,330,96.96,0,0,26,12,2020-2020
Alzarri Joseph,61,36,15,358,49,17.04,497,72.03,0,0,26,16,2020-2020
Hayden Walsh,22,12,3,155,46*,17.22,212,73.11,0,0,19,1,2020-2020
Suraj Kumar,24,20,6,410,62*,29.28,533,76.92,0,3,25,12,2020-2020
Jan-Izak de Villiers,2,1,0,0,0,0.00,2,0.00,0,0,0,0,2020-2020
Jonathan Figy,2,2,1,55,32*,55.00,73,75.34,0,0,4,0,2020-2020
Romario Shepherd,22,17,2,275,50,18.33,291,94.50,0,1,25,7,2020-2020
Khary Pierre,3,2,0,39,21,19.50,47,82.97,0,0,4,1,2020-2020
James McCollum,10,10,0,188,73,18.80,280,67.14,0,2,26,1,2020-2020
Craig Young,39,23,11,85,12*,7.08,113,75.22,0,0,7,2,2020-2020
Sunil Ambris,16,15,2,473,148,36.38,494,95.74,1,2,54,3,2020-2020
Oshane Thomas,20,10,5,13,6*,2.60,53,24.52,0,0,1,0,2020-2020
Rohit Sharma,243,236,34,9825,264,48.63,10914,90.02,30,48,900,275,2020-2020
Shikhar Dhawan,167,164,10,6793,143,44.11,7436,91.35,17,39,842,79,2020-2020
KL Rahul,54,52,8,1986,112,45.13,2294,86.57,5,13,152,46,2020-2020
Virat Kohli,274,265,40,12898,183,57.32,13776,93.62,46,65,1211,138,2020-2020
Shreyas Iyer,42,38,3,1631,113*,46.60,1690,96.50,2,14,162,32,2020-2020
Rishabh Pant,30,26,1,865,125*,34.60,811,106.65,1,5,90,26,2020-2020
Ravindra Jadeja,174,118,41,2526,87,32.80,2969,85.07,0,13,186,50,2020-2020
Shardul Thakur,35,21,6,298,50*,19.86,271,109.96,0,1,29,9,2020-2020
Mohammed Shami,90,43,19,204,25,8.50,239,85.35,0,0,15,9,2020-2020
Kuldeep Yadav,81,30,16,156,19,11.14,253,61.66,0,0,12,0,2020-2020
Jasprit Bumrah,72,20,13,47,14*,6.71,93,50.53,0,0,5,1,2020-2020
David Warner,142,140,6,6030,179,45.00,6337,95.15,19,27,639,92,2020-2020
Aaron Finch,146,142,3,5406,153*,38.89,6162,87.73,17,30,532,129,2020-2020
Mitchell Starc,110,62,23,483,52*,12.38,566,85.33,0,1,35,13,2020-2020
Pat Cummins,75,47,15,324,36,10.12,438,73.97,0,0,23,5,2020-2020
Kane Richardson,25,12,7,75,24*,15.00,68,110.29,0,0,7,4,2020-2020
Adam Zampa,79,37,14,216,36,9.39,349,61.89,0,0,18,1,2020-2020
Ashton Agar,21,17,4,274,46,21.07,319,85.89,0,0,25,3,2020-2020
Manish Pandey,29,24,7,566,104*,33.29,625,90.56,1,2,45,5,2020-2020
Steven Smith,142,126,15,4939,164,44.49,5643,87.52,12,29,435,47,2020-2020
Marnus Labuschagne,30,28,1,847,108,31.37,1018,83.20,1,6,52,2,2020-2020
Alex Carey,64,58,11,1667,106,35.46,1896,87.92,1,7,154,14,2020-2020
Ashton Turner,9,7,1,192,84*,32.00,160,120.00,0,1,10,10,2020-2020
Navdeep Saini,8,5,3,107,45,53.50,137,78.10,0,0,9,3,2020-2020
Josh Hazlewood,69,23,19,81,23*,20.25,104,77.88,0,0,8,1,2020-2020
Jason Roy,116,110,3,4271,180,39.91,4047,105.53,12,21,511,81,2020-2020
Jonny Bairstow,95,86,8,3634,141*,46.58,3490,104.12,11,15,408,89,2020-2020
Joe Root,158,147,23,6207,133*,50.05,7140,86.93,16,36,496,46,2020-2020
Eoin Morgan,248,230,34,7701,148,39.29,8447,91.16,14,47,654,220,2020-2020
Joe Denly,16,13,0,446,87,34.30,629,70.90,0,4,44,6,2020-2020
Tom Banton,6,5,0,134,58,26.80,145,92.41,0,1,17,2,2020-2020
Sam Curran,23,16,3,318,95*,24.46,330,96.36,0,1,20,17,2020-2020
Chris Woakes,112,78,22,1386,95*,24.75,1543,89.82,0,5,103,19,2020-2020
Tom Curran,28,17,9,303,47*,37.87,321,94.39,0,0,29,5,2020-2020
Chris Jordan,35,24,9,184,38*,12.26,211,87.20,0,0,12,5,2020-2020
Quinton de Kock,140,140,7,5966,178,44.85,6209,96.08,17,29,687,93,2020-2020
Reeza Hendricks,27,27,2,694,102,27.76,894,77.62,1,5,70,6,2020-2020
Temba Bavuma,26,25,3,1150,144,52.27,1255,91.63,4,3,104,16,2020-2020
Rassie van der Dussen,45,39,10,1757,134,60.58,1959,89.68,4,11,129,30,2020-2020
JJ Smuts,6,5,1,180,84,45.00,229,78.60,0,1,20,1,2020-2020
Beuran Hendricks,8,3,1,6,3,3.00,19,31.57,0,0,0,0,2020-2020
Lungi Ngidi,45,17,12,80,19*,16.00,131,61.06,0,0,5,5,2020-2020
Andile Phehlukwayo,74,47,16,742,69*,23.93,859,86.37,0,2,67,27,2020-2020
Tabraiz Shamsi,44,9,6,18,9*,6.00,43,41.86,0,0,1,0,2020-2020
Lutho Sipamla,5,2,2,14,10*,-,19,73.68,0,0,0,0,2020-2020
Matt Parkinson,5,1,1,7,7*,-,8,87.50,0,0,1,0,2020-2020
Prithvi Shaw,6,6,0,189,49,31.50,166,113.85,0,0,32,2,2020-2020
Mayank Agarwal,5,5,0,86,32,17.20,83,103.61,0,0,12,1,2020-2020
Kedar Jadhav,73,52,19,1389,120,42.09,1367,101.60,2,6,141,24,2020-2020
Martin Guptill,198,195,19,7346,237*,41.73,8415,87.29,18,39,750,187,2020-2020
Henry Nicholls,66,64,14,1746,124*,34.92,2132,81.89,1,13,161,16,2020-2020
Tom Blundell,6,6,0,138,65,23.00,167,82.63,0,1,18,0,2020-2020
Ross Taylor,236,220,39,8607,181*,47.55,10330,83.32,21,51,713,147,2020-2020
Tom Latham,130,120,14,3762,145*,35.49,4413,85.24,7,21,319,50,2020-2020
James Neesham,73,63,12,1437,97*,28.17,1449,99.17,0,6,125,35,2020-2020
Colin de Grandhomme,45,35,7,742,74*,26.50,699,106.15,0,4,58,29,2020-2020
Mitchell Santner,93,70,26,1248,67,28.36,1396,89.39,0,3,94,33,2020-2020
Tim Southee,154,93,35,720,55,12.41,747,96.38,0,1,56,26,2020-2020
Hamish Bennett,19,7,5,10,4*,5.00,35,28.57,0,0,0,0,2020-2020
Ish Sodhi,46,23,4,166,25,8.73,237,70.04,0,0,7,7,2020-2020
Badal Singh,2,1,0,5,5,5.00,12,41.66,0,0,0,0,2020-2020
Paras Khadka,10,10,1,315,115,35.00,398,79.14,1,1,40,5,2020-2020
Gyanendra Malla,37,37,1,876,75,24.33,1318,66.46,0,7,90,15,2020-2020
Sharad Vesawkar,4,4,1,66,55,22.00,151,43.70,0,1,5,0,2020-2020
Dipendra Singh Airee,50,49,6,857,105,19.93,1193,71.83,1,3,74,12,2020-2020
Aarif Sheikh,47,40,5,878,66,25.08,1406,62.44,0,6,53,4,2020-2020
Rohit Paudel,52,51,5,1469,126,31.93,1938,75.79,1,8,117,25,2020-2020
Binod Bhandari,17,14,0,275,59,19.64,461,59.65,0,1,24,3,2020-2020
Karan KC,46,31,6,349,42,13.96,404,86.38,0,0,27,17,2020-2020
Sandeep Lamichhane,49,33,8,367,35*,14.68,435,84.36,0,0,33,6,2020-2020
Sushan Bhari,11,7,5,24,11,12.00,54,44.44,0,0,2,0,2020-2020
Abinash Bohara,2,2,2,13,8*,-,14,92.85,0,0,0,0,2020-2020
Xavier Marshall,37,37,3,596,157*,17.52,902,66.07,1,1,59,17,2020-2020
Aaron Jones,43,43,3,1454,123*,36.35,2054,70.78,1,10,95,28,2020-2020
Steven Taylor,45,45,0,1192,114,26.48,1474,80.86,1,7,135,27,2020-2020
Monank Patel,47,47,3,1446,130,32.86,1836,78.75,2,10,106,21,2020-2020
Ian Holland,15,14,0,368,75,26.28,475,77.47,0,2,27,3,2020-2020
Akshay Homraj,8,8,0,159,44,19.87,223,71.30,0,0,9,4,2020-2020
Elmore Hutchinson,11,8,2,142,49*,23.66,143,99.30,0,0,8,9,2020-2020
Timil Patel,7,7,3,72,50*,18.00,149,48.32,0,1,7,0,2020-2020
Karima Gore,16,15,2,210,44,16.15,312,67.30,0,0,17,2,2020-2020
Rusty Theron,18,12,2,50,12,5.00,102,49.01,0,0,5,0,2020-2020
Saurabh Netravalkar,48,29,14,139,19*,9.26,230,60.43,0,0,10,2,2020-2020
Jay Odedra,9,3,1,4,2*,2.00,14,28.57,0,0,0,0,2020-2020
Mark Chapman,12,12,2,380,124*,38.00,355,107.04,2,0,29,15,2020-2020
Kyle Jamieson,8,3,2,34,25*,34.00,31,109.67,0,0,2,2,2020-2020
Yuzvendra Chahal,72,14,5,77,18*,8.55,141,54.60,0,0,8,0,2020-2020
Subash Khakurel,6,6,0,97,50,16.16,193,50.25,0,1,6,1,2020-2020
Kushal Malla,27,25,2,626,108,27.21,606,103.30,1,4,61,35,2020-2020
Cameron Stevenson,18,18,5,141,34*,10.84,211,66.82,0,0,12,1,2020-2020
Kamal Airee,3,3,2,27,18*,27.00,24,112.50,0,0,2,0,2020-2020
David Miller,155,132,40,3888,139,42.26,3777,102.93,5,21,289,110,2020-2020
Moeen Ali,129,103,15,2212,128,25.13,2224,99.46,3,6,190,76,2020-2020
Adil Rashid,125,59,20,734,69,18.82,748,98.12,0,1,73,10,2020-2020
Saqib Mahmood,8,2,0,20,12,10.00,31,64.51,0,0,2,0,2020-2020
Kane Williamson,161,153,16,6554,148,47.83,8094,80.97,13,42,594,51,2020-2020
Nisarg Patel,41,36,8,496,52,17.71,728,68.13,0,1,35,8,2020-2020
Nosthush Kenjige,40,31,14,357,43,21.00,484,73.76,0,0,24,5,2020-2020
Darren Bravo,122,117,14,3109,124,30.18,4434,70.11,4,18,252,75,2020-2020
Jason Holder,138,114,24,2237,99*,24.85,2479,90.23,0,12,160,69,2020-2020
Avishka Fernando,29,29,0,990,127,34.13,1077,91.92,3,5,100,16,2020-2020
Dimuth Karunaratne,44,40,4,1248,103,34.66,1559,80.05,1,11,121,1,2020-2020
Kusal Perera,107,102,5,3071,135,31.65,3328,92.27,6,15,333,50,2020-2020
Kusal Mendis,106,103,9,2945,119,31.32,3492,84.33,2,22,294,42,2020-2020
Angelo Mathews,221,191,48,5865,139*,41.01,7058,83.09,3,40,464,89,2020-2020
Dhananjaya de Silva,76,69,10,1653,93,28.01,2072,79.77,0,10,166,13,2020-2020
Thisara Perera,166,133,16,2338,140,19.98,2086,112.08,1,10,176,84,2020-2020
Wanindu Hasaranga,48,42,7,832,80*,23.77,755,110.19,0,4,75,27,2020-2020
Isuru Udana,21,18,4,237,78,16.92,249,95.18,0,1,17,10,2020-2020
Lakshan Sandakan,31,19,7,64,16*,5.33,140,45.71,0,0,4,0,2020-2020
Nuwan Pradeep,49,25,17,35,7,4.37,83,42.16,0,0,3,1,2020-2020
Fabian Allen,20,16,3,200,51,15.38,203,98.52,0,1,18,8,2020-2020
Janneman Malan,23,22,2,958,177*,47.90,1150,83.30,3,4,97,16,2020-2020
Kyle Verreynne,12,10,1,371,95,41.22,439,84.51,0,4,25,10,2020-2020
Heinrich Klaasen,36,33,6,1080,123*,40.00,1032,104.65,2,5,101,25,2020-2020
Keshav Maharaj,27,13,2,159,28,14.45,167,95.20,0,0,21,1,2020-2020
Anrich Nortje,21,6,1,30,10,6.00,46,65.21,0,0,2,0,2020-2020
Mitchell Marsh,72,68,10,2008,102*,34.62,2173,92.40,1,15,173,58,2020-2020
D'Arcy Short,8,8,1,211,69,30.14,269,78.43,0,1,16,1,2020-2020
