Player_Name,matches,inns,not_out,runs_scored,HS,batting_ave,ball_faced,batting_SR,100s,50s,fours,six,odi_year
Martin Guptill,198,195,19,7346,237*,41.73,8415,87.29,18,39,750,187,2018-2018
Colin Munro,57,53,2,1271,87,24.92,1214,104.69,0,8,138,36,2018-2018
Kane Williamson,161,153,16,6554,148,47.83,8094,80.97,13,42,594,51,2018-2018
Ross Taylor,236,220,39,8607,181*,47.55,10330,83.32,21,51,713,147,2018-2018
Tom Latham,130,120,14,3762,145*,35.49,4413,85.24,7,21,319,50,2018-2018
Henry Nicholls,66,64,14,1746,124*,34.92,2132,81.89,1,13,161,16,2018-2018
Mitchell Santner,93,70,26,1248,67,28.36,1396,89.39,0,3,94,33,2018-2018
Tim Southee,154,93,35,720,55,12.41,747,96.38,0,1,56,26,2018-2018
Todd Astle,9,5,2,79,49,26.33,77,102.59,0,0,5,2,2018-2018
Azhar Ali,53,53,3,1845,102,36.90,2478,74.45,3,12,168,14,2018-2018
Fakhar Zaman,70,70,5,3148,210*,48.43,3375,93.27,10,15,359,56,2018-2018
Babar Azam,100,98,12,5089,158,59.17,5702,89.24,18,26,458,51,2018-2018
Mohammad Hafeez,218,216,15,6614,140*,32.90,8633,76.61,11,38,664,110,2018-2018
Shoaib Malik,287,258,40,7534,143,34.55,9199,81.90,9,44,603,113,2018-2018
Sarfaraz Ahmed,117,91,22,2315,105,33.55,2635,87.85,2,11,174,12,2018-2018
Shadab Khan,56,33,11,631,86,28.68,769,82.05,0,4,37,14,2018-2018
Faheem Ashraf,31,22,3,218,28,11.47,260,83.84,0,0,18,7,2018-2018
Mohammad Amir,61,30,10,363,73*,18.15,444,81.75,0,2,32,8,2018-2018
Rumman Raees,9,4,1,27,16,9.00,24,112.50,0,0,5,0,2018-2018
Hasan Ali,60,35,11,363,59,15.12,299,121.40,0,2,24,24,2018-2018
Trent Boult,99,45,24,191,21*,9.09,245,77.95,0,0,19,6,2018-2018
Lockie Ferguson,53,25,11,97,19,6.92,197,49.23,0,0,5,1,2018-2018
Imam-ul-Haq,59,59,6,2719,151,51.30,3276,82.99,9,16,216,26,2018-2018
Ashfaq Ahmed,16,16,0,344,92,21.50,387,88.88,0,2,38,9,2018-2018
Rohan Mustafa,81,75,5,1504,109,21.48,2366,63.56,1,7,123,26,2018-2018
Ghulam Shabber,23,23,0,500,90,21.73,800,62.50,0,4,49,3,2018-2018
Rameez Shahzad,26,26,3,936,121*,40.69,1164,80.41,2,5,81,21,2018-2018
Muhammad Usman,38,37,5,1008,102*,31.50,1312,76.82,1,4,89,22,2018-2018
Mohammad Boota,9,9,1,191,59*,23.87,252,75.79,0,1,12,7,2018-2018
Adnan Mufti,18,16,4,330,57*,27.50,409,80.68,0,1,27,1,2018-2018
Mohammad Naveed,39,34,10,397,45,16.54,323,122.91,0,0,40,21,2018-2018
Ahmed Raza,53,41,7,409,50,12.02,674,60.68,0,1,29,8,2018-2018
Zahoor Khan,59,38,16,149,23,6.77,258,57.75,0,0,11,4,2018-2018
Qadeer Ahmed,11,6,4,9,4,4.50,31,29.03,0,0,1,0,2018-2018
William Porterfield,148,145,3,4343,139,30.58,6298,68.95,11,20,455,32,2018-2018
Paul Stirling,154,149,3,5598,177,38.34,6413,87.29,14,28,601,135,2018-2018
Andy Balbirnie,101,97,7,2907,145*,32.30,3878,74.96,8,15,282,35,2018-2018
Ed Joyce,78,77,8,2622,160*,38.00,3630,72.23,6,15,255,25,2018-2018
Niall O'Brien,103,101,9,2581,109,28.05,3638,70.94,1,18,218,30,2018-2018
Kevin O'Brien,153,141,18,3619,142,29.42,4076,88.78,2,18,332,84,2018-2018
Gary Wilson,105,99,12,2072,113,23.81,2880,71.94,1,12,180,21,2018-2018
George Dockrell,117,82,28,1284,91*,23.77,1560,82.30,0,6,101,25,2018-2018
Boyd Rankin,75,34,21,100,18*,7.69,239,41.84,0,0,4,1,2018-2018
Barry McCarthy,42,28,7,171,18,8.14,299,57.19,0,0,14,1,2018-2018
Peter Chase,25,16,6,35,14,3.50,56,62.50,0,0,3,1,2018-2018
Stuart Poynter,21,19,5,185,36,13.21,278,66.54,0,0,15,0,2018-2018
Andy McBrine,82,55,12,822,79,19.11,1163,70.67,0,2,78,13,2018-2018
Aaron Finch,146,142,3,5406,153*,38.89,6162,87.73,17,30,532,129,2018-2018
David Warner,142,140,6,6030,179,45.00,6337,95.15,19,27,639,92,2018-2018
Steven Smith,142,126,15,4939,164,44.49,5643,87.52,12,29,435,47,2018-2018
Travis Head,54,51,4,1912,152,40.68,1975,96.81,3,14,205,34,2018-2018
Mitchell Marsh,72,68,10,2008,102*,34.62,2173,92.40,1,15,173,58,2018-2018
Marcus Stoinis,60,54,7,1326,146*,28.21,1433,92.53,1,6,113,44,2018-2018
Tim Paine,35,35,3,890,111,27.81,1257,70.80,1,5,96,6,2018-2018
Pat Cummins,75,47,15,324,36,10.12,438,73.97,0,0,23,5,2018-2018
Mitchell Starc,110,62,23,483,52*,12.38,566,85.33,0,1,35,13,2018-2018
Andrew Tye,7,7,3,57,19,14.25,48,118.75,0,0,5,2,2018-2018
Jason Roy,116,110,3,4271,180,39.91,4047,105.53,12,21,511,81,2018-2018
Jonny Bairstow,95,86,8,3634,141*,46.58,3490,104.12,11,15,408,89,2018-2018
Alex Hales,70,67,3,2419,171,37.79,2527,95.72,6,14,276,50,2018-2018
Joe Root,158,147,23,6207,133*,50.05,7140,86.93,16,36,496,46,2018-2018
Eoin Morgan,248,230,34,7701,148,39.29,8447,91.16,14,47,654,220,2018-2018
Jos Buttler,165,138,26,4647,162*,41.49,3939,117.97,11,24,374,158,2018-2018
Moeen Ali,129,103,15,2212,128,25.13,2224,99.46,3,6,190,76,2018-2018
Chris Woakes,112,78,22,1386,95*,24.75,1543,89.82,0,5,103,19,2018-2018
Mark Wood,59,19,11,72,14,9.00,91,79.12,0,0,7,0,2018-2018
Liam Plunkett,89,50,19,646,56,20.83,629,102.70,0,1,53,18,2018-2018
Adil Rashid,125,59,20,734,69,18.82,748,98.12,0,1,73,10,2018-2018
Adam Zampa,79,37,14,216,36,9.39,349,61.89,0,0,18,1,2018-2018
Hamilton Masakadza,209,208,4,5658,178*,27.73,7728,73.21,5,34,585,86,2018-2018
Solomon Mire,47,47,0,955,112,20.31,1190,80.25,1,3,93,24,2018-2018
Craig Ervine,116,112,13,3294,130*,33.27,4325,76.16,4,19,324,38,2018-2018
Brendan Taylor,205,203,15,6684,145*,35.55,8721,76.64,11,39,599,106,2018-2018
Sikandar Raza,136,129,20,4089,141,37.51,4727,86.50,7,21,338,102,2018-2018
Malcolm Waller,79,72,6,1259,99*,19.07,1639,76.81,0,5,130,12,2018-2018
Peter Moor,49,45,5,827,58*,20.67,1225,67.51,0,4,48,30,2018-2018
Graeme Cremer,96,71,20,744,58,14.58,1196,62.20,0,1,48,5,2018-2018
Kyle Jarvis,49,33,10,222,37,9.65,337,65.87,0,0,22,3,2018-2018
Tendai Chatara,87,57,25,206,23,6.43,439,46.92,0,0,17,2,2018-2018
Blessing Muzarabani,42,32,12,103,17*,5.15,218,47.24,0,0,8,2,2018-2018
Tamim Iqbal,241,239,12,8313,158,36.62,10584,78.54,14,56,918,103,2018-2018
Anamul Haque,44,41,0,1254,120,30.58,1691,74.15,3,5,122,27,2018-2018
Shakib Al Hasan,235,222,30,7211,134*,37.55,8734,82.56,9,53,660,46,2018-2018
Mushfiqur Rahim,251,234,39,7257,144,37.21,9104,79.71,9,45,577,92,2018-2018
Sunzamul Islam,3,1,0,19,19,19.00,24,79.16,0,0,3,0,2018-2018
Mashrafe Mortaza,220,158,28,1787,51*,13.74,2041,87.55,0,1,150,62,2018-2018
Mustafizur Rahman,89,43,27,116,18*,7.25,211,54.97,0,0,14,0,2018-2018
Rubel Hossain,104,53,24,144,17,4.96,277,51.98,0,0,14,2,2018-2018
Nasir Hossain,65,52,8,1281,100,29.11,1605,79.81,1,6,112,15,2018-2018
Haris Sohail,45,44,5,1749,130,44.84,2046,85.48,2,14,138,28,2018-2018
Colin de Grandhomme,45,35,7,742,74*,26.50,699,106.15,0,4,58,29,2018-2018
George Munsey,53,52,9,1593,103*,37.04,1945,81.90,1,11,161,41,2018-2018
Michael Jones,12,12,0,354,87,29.50,530,66.79,0,3,33,3,2018-2018
Matthew Cross,90,83,2,1941,114,23.96,2733,71.02,2,10,177,23,2018-2018
Richie Berrington,112,106,12,2928,127,31.14,3928,74.54,4,18,198,65,2018-2018
Calum MacLeod,88,86,7,3026,175,38.30,3756,80.56,10,13,312,35,2018-2018
Safyaan Sharif,77,53,24,540,40*,18.62,746,72.38,0,0,36,5,2018-2018
Craig Wallace,32,28,1,574,58,21.25,630,91.11,0,4,47,12,2018-2018
Tom Sole,10,7,1,46,20,7.66,43,106.97,0,0,7,0,2018-2018
Mark Watt,61,40,13,522,47,19.33,631,82.72,0,0,45,7,2018-2018
Alasdair Evans,42,19,8,100,28,9.09,157,63.69,0,0,9,1,2018-2018
Stuart Whittingham,5,4,2,7,3*,3.50,17,41.17,0,0,0,0,2018-2018
Kusal Perera,107,102,5,3071,135,31.65,3328,92.27,6,15,333,50,2018-2018
Upul Tharanga,235,223,17,6951,174*,33.74,9155,75.92,15,37,798,52,2018-2018
Kusal Mendis,106,103,9,2945,119,31.32,3492,84.33,2,22,294,42,2018-2018
Angelo Mathews,221,191,48,5865,139*,41.01,7058,83.09,3,40,464,89,2018-2018
Dinesh Chandimal,157,142,21,3854,111,31.85,5191,74.24,4,24,262,43,2018-2018
Asela Gunaratne,31,25,4,575,114*,27.38,724,79.41,1,1,50,6,2018-2018
Thisara Perera,166,133,16,2338,140,19.98,2086,112.08,1,10,176,84,2018-2018
Wanindu Hasaranga,48,42,7,832,80*,23.77,755,110.19,0,4,75,27,2018-2018
Akila Dananjaya,39,30,6,291,50*,12.12,417,69.78,0,1,25,3,2018-2018
Suranga Lakmal,86,48,22,244,26,9.38,404,60.39,0,0,18,3,2018-2018
Dushmantha Chameera,44,29,11,224,29,12.44,352,63.63,0,0,16,3,2018-2018
Simi Singh,35,30,4,593,100*,22.80,815,72.76,1,1,47,7,2018-2018
Michael Leask,69,57,11,1268,107*,27.56,1114,113.82,1,7,100,57,2018-2018
Scott Cameron,2,2,1,9,8*,9.00,13,69.23,0,0,0,0,2018-2018
Umar Amin,16,16,1,271,59,18.06,392,69.13,0,1,28,2,2018-2018
Aamer Yamin,4,3,2,95,62,95.00,96,98.95,0,1,8,5,2018-2018
Mohammad Nawaz,28,22,6,283,53,17.68,324,87.34,0,1,18,7,2018-2018
Matt Henry,72,29,9,233,48*,11.65,251,92.82,0,0,20,9,2018-2018
Cameron White,91,77,16,2072,105,33.96,2586,80.12,2,11,145,45,2018-2018
Alex Carey,64,58,11,1667,106,35.46,1896,87.92,1,7,154,14,2018-2018
Jhye Richardson,15,9,4,93,29,18.60,107,86.91,0,0,7,0,2018-2018
Mahmudullah,218,190,50,4950,128*,35.35,6498,76.17,3,27,368,77,2018-2018
Sabbir Rahman,66,59,7,1333,102,25.63,1461,91.23,1,6,153,24,2018-2018
Mohammad Saifuddin,29,19,9,362,51*,36.20,422,85.78,0,2,29,6,2018-2018
Niroshan Dickwella,55,52,1,1604,116,31.45,1717,93.41,2,9,187,12,2018-2018
Nuwan Pradeep,49,25,17,35,7,4.37,83,42.16,0,0,3,1,2018-2018
Josh Hazlewood,69,23,19,81,23*,20.25,104,77.88,0,0,8,1,2018-2018
Kyle Coetzer,89,87,5,3192,156,38.92,3875,82.37,5,21,412,40,2018-2018
Shaiman Anwar,40,40,1,1219,106,31.25,1477,82.53,1,11,122,22,2018-2018
Lakshan Sandakan,31,19,7,64,16*,5.33,140,45.71,0,0,4,0,2018-2018
Amir Hayat,9,6,3,31,24*,10.33,73,42.46,0,0,1,1,2018-2018
Imran Haider,20,14,7,58,18*,8.28,136,42.64,0,0,2,0,2018-2018
Abul Hasan,7,3,0,11,7,3.66,16,68.75,0,0,1,0,2018-2018
Danushka Gunathilaka,47,46,1,1601,133,35.57,1844,86.82,2,11,172,20,2018-2018
Tom Curran,28,17,9,303,47*,37.87,321,94.39,0,0,29,5,2018-2018
Shehan Madushanka,1,1,0,7,7,7.00,6,116.66,0,0,1,0,2018-2018
Mohammad Mithun,34,30,4,714,73*,27.46,921,77.52,0,6,61,16,2018-2018
Mehidy Hasan Miraz,77,50,9,888,100*,21.65,1153,77.01,1,2,79,15,2018-2018
David Willey,64,37,15,538,51,24.45,602,89.36,0,2,46,15,2018-2018
Jake Ball,18,6,2,38,28,9.50,49,77.55,0,0,6,0,2018-2018
Glenn Maxwell,128,117,14,3490,108,33.88,2796,124.82,2,23,333,128,2018-2018
Quinton de Kock,140,140,7,5966,178,44.85,6209,96.08,17,29,687,93,2018-2018
Hashim Amla,181,178,14,8113,159,49.46,9178,88.39,27,39,822,53,2018-2018
Faf du Plessis,143,136,20,5507,185,47.47,6215,88.60,12,35,495,66,2018-2018
Aiden Markram,50,47,4,1440,175,33.48,1534,93.87,1,6,148,33,2018-2018
Jean-Paul Duminy,199,179,40,5117,150*,36.81,6052,84.55,4,27,347,75,2018-2018
David Miller,155,132,40,3888,139,42.26,3777,102.93,5,21,289,110,2018-2018
Chris Morris,42,27,4,467,62,20.30,465,100.43,0,1,36,15,2018-2018
Andile Phehlukwayo,74,47,16,742,69*,23.93,859,86.37,0,2,67,27,2018-2018
Kagiso Rabada,89,36,16,317,31*,15.85,383,82.76,0,0,26,7,2018-2018
Morne Morkel,117,47,18,268,32*,9.24,354,75.70,0,0,24,7,2018-2018
Rohit Sharma,243,236,34,9825,264,48.63,10914,90.02,30,48,900,275,2018-2018
Shikhar Dhawan,167,164,10,6793,143,44.11,7436,91.35,17,39,842,79,2018-2018
Virat Kohli,274,265,40,12898,183,57.32,13776,93.62,46,65,1211,138,2018-2018
Ajinkya Rahane,90,87,3,2962,111,35.26,3767,78.63,3,24,293,33,2018-2018
Hardik Pandya,74,55,7,1584,92*,33.00,1414,112.02,0,9,121,60,2018-2018
MS Dhoni,350,297,84,10773,183*,50.57,12303,87.56,10,73,826,229,2018-2018
Bhuvneshwar Kumar,121,55,16,552,53*,14.15,747,73.89,0,1,46,8,2018-2018
Jasprit Bumrah,72,20,13,47,14*,6.71,93,50.53,0,0,5,1,2018-2018
Yuzvendra Chahal,72,14,5,77,18*,8.55,141,54.60,0,0,8,0,2018-2018
Kuldeep Yadav,81,30,16,156,19,11.14,253,61.66,0,0,12,0,2018-2018
Kedar Jadhav,73,52,19,1389,120,42.09,1367,101.60,2,6,141,24,2018-2018
Imran Tahir,107,36,16,157,29,7.85,225,69.77,0,0,21,1,2018-2018
Khaya Zondo,6,6,1,146,54,29.20,231,63.20,0,1,8,3,2018-2018
Tabraiz Shamsi,44,9,6,18,9*,6.00,43,41.86,0,0,1,0,2018-2018
Heinrich Klaasen,36,33,6,1080,123*,40.00,1032,104.65,2,5,101,25,2018-2018
Lungi Ngidi,45,17,12,80,19*,16.00,131,61.06,0,0,5,5,2018-2018
Mohammad Shahzad,84,84,3,2727,131*,33.66,3082,88.48,6,14,323,55,2018-2018
Ihsanullah,16,16,2,307,57*,21.92,440,69.77,0,3,38,6,2018-2018
Rahmat Shah,94,90,3,3191,114,36.67,4529,70.45,5,23,273,35,2018-2018
Asghar Afghan,114,108,10,2424,101,24.73,3630,66.77,1,12,163,65,2018-2018
Nasir Jamal,16,14,1,352,53,27.07,537,65.54,0,3,25,1,2018-2018
Najibullah Zadran,88,80,13,2013,104*,30.04,2251,89.42,1,15,175,66,2018-2018
Ryan Burl,47,40,6,860,83,25.29,1032,83.33,0,6,69,22,2018-2018
Brian Vitori,24,14,3,86,20*,7.81,90,95.55,0,0,5,7,2018-2018
Mujeeb Ur Rahman,61,31,13,113,18*,6.27,171,66.08,0,0,13,2,2018-2018
Dawlat Zadran,82,56,27,513,47*,17.68,664,77.25,0,0,40,21,2018-2018
Mohammad Nabi,142,126,15,3046,116,27.44,3558,85.60,1,15,196,93,2018-2018
Gulbadin Naib,76,65,8,1170,82*,20.52,1593,73.44,0,5,94,28,2018-2018
Rashid Khan,89,70,12,1142,60*,19.68,1091,104.67,0,5,97,40,2018-2018
Shreyas Iyer,42,38,3,1631,113*,46.60,1690,96.50,2,14,162,32,2018-2018
AB de Villiers,228,218,39,9577,176,53.50,9473,101.09,25,53,840,204,2018-2018
Tarisai Musakanda,16,16,1,308,60,20.53,387,79.58,0,1,30,5,2018-2018
Sharafuddin Ashraf,19,11,4,66,21,9.42,100,66.00,0,0,3,2,2018-2018
Farhaan Behardien,59,49,14,1074,70,30.68,1097,97.90,0,6,79,25,2018-2018
Shardul Thakur,35,21,6,298,50*,19.86,271,109.96,0,1,29,9,2018-2018
Javed Ahmadi,47,44,0,1049,81,23.84,1380,76.01,0,7,123,16,2018-2018
Samiullah Shinwari,84,74,12,1811,96,29.20,2765,65.49,0,11,137,26,2018-2018
Tendai Chisoro,21,17,6,146,42*,13.27,234,62.39,0,0,9,3,2018-2018
Shapoor Zadran,44,27,17,67,17,6.70,160,41.87,0,0,5,3,2018-2018
Ben Stokes,105,90,15,2924,102*,38.98,3075,95.08,3,21,238,88,2018-2018
Ish Sodhi,46,23,4,166,25,8.73,237,70.04,0,0,7,7,2018-2018
Mark Chapman,12,12,2,380,124*,38.00,355,107.04,2,0,29,15,2018-2018
Brad Wheal,13,7,3,16,14,4.00,31,51.61,0,0,3,0,2018-2018
Vani Morea,13,13,1,313,65*,26.08,460,68.04,0,3,24,4,2018-2018
Lega Siaka,47,47,0,931,109,19.80,1238,75.20,1,2,88,14,2018-2018
Assad Vala,66,66,1,2003,104,30.81,2892,69.26,1,12,161,28,2018-2018
Sese Bau,57,57,3,1089,81*,20.16,1763,61.76,0,5,92,11,2018-2018
Mahuru Dai,18,18,2,454,76*,28.37,585,77.60,0,3,48,5,2018-2018
Charles Amini,49,49,1,1128,109,23.50,1674,67.38,1,7,94,12,2018-2018
Jason Kila,13,13,3,159,36,15.90,244,65.16,0,0,14,2,2018-2018
Jack Vare,9,9,1,81,28,10.12,110,73.63,0,0,5,0,2018-2018
Chad Soper,56,54,16,751,46*,19.76,1315,57.11,0,0,35,8,2018-2018
Norman Vanua,57,53,4,837,60,17.08,1028,81.42,0,2,41,49,2018-2018
Alei Nao,26,20,10,126,46,12.60,134,94.02,0,0,9,4,2018-2018
Nizakat Khan,20,20,0,675,94,33.75,814,82.92,0,3,72,16,2018-2018
Aizaz Khan,19,15,2,260,44,20.00,374,69.51,0,0,16,8,2018-2018
Babar Hayat,22,22,2,784,89,39.20,999,78.47,0,8,70,26,2018-2018
Anshy Rath,18,18,2,828,143*,51.75,1080,76.66,1,7,71,9,2018-2018
Scott McKechnie,8,8,1,108,29,15.42,193,55.95,0,0,6,1,2018-2018
Shahid Wasif,10,7,0,81,45,11.57,163,49.69,0,0,6,3,2018-2018
Waqas Barkat,10,10,2,102,27,12.75,184,55.43,0,0,10,0,2018-2018
Tanwir Afzal,20,19,3,292,73,18.25,255,114.50,0,1,18,18,2018-2018
Ehsan Khan,15,12,3,102,27*,11.33,228,44.73,0,0,8,0,2018-2018
Ehsan Nawaz,12,10,4,30,11,5.00,87,34.48,0,0,2,0,2018-2018
Nadeem Ahmed,25,16,4,67,14,5.58,151,44.37,0,0,5,0,2018-2018
Tony Ura,61,61,1,1363,151,22.71,1758,77.53,1,6,141,26,2018-2018
Tim Murtagh,58,36,12,188,23*,7.83,298,63.08,0,0,17,1,2018-2018
Chris Gayle,301,294,17,10480,215,37.83,12019,87.19,25,54,1128,331,2018-2018
Evin Lewis,57,54,4,1847,176*,36.94,2226,82.97,4,10,185,52,2018-2018
Shimron Hetmyer,47,44,3,1447,139,35.29,1360,106.39,5,4,111,52,2018-2018
Marlon Samuels,207,196,26,5606,133*,32.97,7463,75.11,10,30,526,118,2018-2018
Shai Hope,115,110,14,4829,170,50.30,6291,76.76,15,23,394,79,2018-2018
Jason Holder,138,114,24,2237,99*,24.85,2479,90.23,0,12,160,69,2018-2018
Ashley Nurse,54,40,14,502,44,19.30,513,97.85,0,0,44,12,2018-2018
Chirag Suri,37,37,0,946,115,25.56,1506,62.81,2,5,96,13,2018-2018
Sheldon Cottrell,38,19,11,88,17,11.00,130,67.69,0,0,6,4,2018-2018
Kemar Roach,95,60,36,308,34,12.83,594,51.85,0,0,24,6,2018-2018
Jason Mohammed,36,31,2,630,91*,21.72,941,66.95,0,4,51,10,2018-2018
Nikita Miller,50,27,13,284,51,20.28,359,79.10,0,1,23,4,2018-2018
Cephas Zhuwao,9,9,0,154,45,17.11,132,116.66,0,0,18,9,2018-2018
Kesrick Williams,8,5,4,19,16*,19.00,27,70.37,0,0,1,0,2018-2018
Carlos Brathwaite,44,37,3,559,101,16.44,614,91.04,1,1,38,24,2018-2018
Rovman Powell,50,47,3,975,101,22.15,1149,84.85,1,2,62,42,2018-2018
Sean Williams,156,151,20,4986,174,38.06,5751,86.69,8,35,447,57,2018-2018
Keemo Paul,30,22,7,320,46*,21.33,330,96.96,0,0,26,12,2018-2018
Chris Sole,30,14,3,71,17,6.45,90,78.88,0,0,8,0,2018-2018
Kiplin Doriga,39,38,2,730,89*,20.27,1197,60.98,0,4,64,17,2018-2018
John Reva,9,7,1,62,36,10.33,83,74.69,0,0,6,2,2018-2018
Damien Ravu,18,17,7,129,38*,12.90,197,65.48,0,0,9,4,2018-2018
Kinchit Shah,10,10,1,136,34*,15.11,238,57.14,0,0,12,2,2018-2018
Simandeep Singh,1,1,0,0,0,0.00,7,0.00,0,0,0,0,2018-2018
Tanveer Ahmed,6,4,4,4,2*,-,11,36.36,0,0,0,0,2018-2018
Devendra Bishoo,42,25,10,164,29*,10.93,263,62.35,0,0,17,1,2018-2018
Dylan Budge,17,15,4,248,46*,22.54,312,79.48,0,0,18,1,2018-2018
Sam Billings,28,23,2,702,118,33.42,771,91.05,1,5,74,8,2018-2018
Shaun Marsh,73,72,4,2773,151,40.77,3406,81.41,7,15,247,36,2018-2018
Ashton Agar,21,17,4,274,46,21.07,319,85.89,0,0,25,3,2018-2018
Michael Neser,2,2,0,8,6,4.00,16,50.00,0,0,0,0,2018-2018
Kane Richardson,25,12,7,75,24*,15.00,68,110.29,0,0,7,4,2018-2018
Billy Stanlake,7,5,2,4,2,1.33,28,14.28,0,0,0,0,2018-2018
D'Arcy Short,8,8,1,211,69,30.14,269,78.43,0,1,16,1,2018-2018
Nathan Lyon,29,14,10,77,30,19.25,83,92.77,0,0,7,2,2018-2018
Craig Overton,7,5,2,68,32,22.66,76,89.47,0,0,4,1,2018-2018
Sam Curran,23,16,3,318,95*,24.46,330,96.36,0,1,20,17,2018-2018
KL Rahul,54,52,8,1986,112,45.13,2294,86.57,5,13,152,46,2018-2018
Umesh Yadav,75,24,14,79,18*,7.90,134,58.95,0,0,8,1,2018-2018
Siddarth Kaul,3,2,0,1,1,0.50,3,33.33,0,0,0,0,2018-2018
Suresh Raina,226,194,35,5615,116*,35.31,6005,93.50,5,36,476,120,2018-2018
Asif Ali,21,16,1,382,52,25.46,314,121.65,0,3,22,21,2018-2018
Brian Chari,14,14,0,186,39,13.28,399,46.61,0,0,12,2,2018-2018
Chamu Chibhabha,109,109,2,2474,99,23.12,3913,63.22,0,16,238,14,2018-2018
Ryan Murray,5,5,1,108,47,27.00,178,60.67,0,0,6,2,2018-2018
Donald Tiripano,38,29,8,364,55*,17.33,549,66.30,0,1,30,8,2018-2018
Liam Roche,3,2,0,4,4,2.00,10,40.00,0,0,0,0,2018-2018
Wellington Masakadza,35,21,4,133,34,7.82,264,50.37,0,0,11,0,2018-2018
Usman Shinwari,17,4,1,6,6,2.00,7,85.71,0,0,0,1,2018-2018
Dinesh Karthik,94,79,21,1752,79,30.20,2392,73.24,0,9,176,15,2018-2018
James Vince,25,22,0,616,102,28.00,703,87.62,1,3,76,3,2018-2018
Prince Masvaure,2,2,0,40,39,20.00,60,66.66,0,0,2,0,2018-2018
Elton Chigumbura,213,198,26,4340,117,25.23,5423,80.02,2,19,343,106,2018-2018
Richard Ngarava,39,24,10,160,35,11.42,196,81.63,0,0,15,7,2018-2018
Junaid Khan,76,31,17,68,25,4.85,127,53.54,0,0,4,1,2018-2018
Yasir Shah,25,13,6,127,32*,18.14,149,85.23,0,0,9,1,2018-2018
Tinashe Kamunhukamwe,7,7,0,94,51,13.42,139,67.62,0,1,9,4,2018-2018
Chris Mpofu,84,41,21,57,9*,2.85,210,27.14,0,0,1,0,2018-2018
Andre Russell,56,47,9,1034,92*,27.21,794,130.22,0,4,94,57,2018-2018
Alzarri Joseph,61,36,15,358,49,17.04,497,72.03,0,0,26,16,2018-2018
Mosaddek Hossain,43,35,10,634,52*,25.36,766,82.76,0,3,58,13,2018-2018
Kieran Powell,46,44,0,1005,83,22.84,1278,78.63,0,9,115,15,2018-2018
Shehan Jayasuriya,12,10,1,195,96,21.66,273,71.42,0,1,13,2,2018-2018
Lahiru Kumara,26,15,6,51,10,5.66,114,44.73,0,0,6,1,2018-2018
Wiaan Mulder,12,10,4,81,19*,13.50,100,81.00,0,0,11,0,2018-2018
Stephan Myburgh,22,22,2,527,74,26.35,662,79.60,0,4,65,12,2018-2018
Daniel ter Braak,2,2,0,40,39,20.00,94,42.55,0,0,2,0,2018-2018
Ben Cooper,13,11,1,187,74,18.70,207,90.33,0,1,23,4,2018-2018
Wesley Barresi,45,44,5,1193,137*,30.58,1520,78.48,1,8,120,20,2018-2018
Bas de Leede,30,29,1,765,123,27.32,1149,66.57,1,2,48,13,2018-2018
Michael Rippon,9,7,1,180,67,30.00,254,70.86,0,2,12,4,2018-2018
Pieter Seelaar,57,39,10,347,43,11.96,593,58.51,0,0,26,5,2018-2018
Scott Edwards,38,35,5,1212,86,40.40,1307,92.73,0,13,93,12,2018-2018
Shane Snater,4,4,1,33,17*,11.00,27,122.22,0,0,1,2,2018-2018
Fred Klaassen,19,15,7,68,13,8.50,116,58.62,0,0,2,1,2018-2018
Paul van Meekeren,13,11,6,71,21*,14.20,85,83.52,0,0,3,2,2018-2018
Gyanendra Malla,37,37,1,876,75,24.33,1318,66.46,0,7,90,15,2018-2018
Anil Sah,4,4,0,32,21,8.00,58,55.17,0,0,5,0,2018-2018
Paras Khadka,10,10,1,315,115,35.00,398,79.14,1,1,40,5,2018-2018
Dipendra Singh Airee,50,49,6,857,105,19.93,1193,71.83,1,3,74,12,2018-2018
Aarif Sheikh,47,40,5,878,66,25.08,1406,62.44,0,6,53,4,2018-2018
Sompal Kami,47,36,13,478,63*,20.78,668,71.55,0,2,39,7,2018-2018
Basant Regmi,4,4,0,13,12,3.25,47,27.65,0,0,2,0,2018-2018
Shakti Gauchan,1,1,1,9,9*,-,44,20.45,0,0,0,0,2018-2018
Karan KC,46,31,6,349,42,13.96,404,86.38,0,0,27,17,2018-2018
Sandeep Lamichhane,49,33,8,367,35*,14.68,435,84.36,0,0,33,6,2018-2018
Sharad Vesawkar,4,4,1,66,55,22.00,151,43.70,0,1,5,0,2018-2018
Prabath Jayasuriya,2,2,1,11,11*,11.00,13,84.61,0,0,1,0,2018-2018
Kasun Rajitha,24,13,6,63,17*,9.00,124,50.80,0,0,8,0,2018-2018
Subash Khakurel,6,6,0,97,50,16.16,193,50.25,0,1,6,1,2018-2018
Rohit Paudel,52,51,5,1469,126,31.93,1938,75.79,1,8,117,25,2018-2018
Lalit Bhandari,1,1,1,4,4*,-,9,44.44,0,0,0,0,2018-2018
Reeza Hendricks,27,27,2,694,102,27.76,894,77.62,1,5,70,6,2018-2018
Dhananjaya de Silva,76,69,10,1653,93,28.01,2072,79.77,0,10,166,13,2018-2018
Dasun Shanaka,61,53,4,1150,108*,23.46,1226,93.80,2,3,93,39,2018-2018
