Player_Name,matches,catches,stumps,odi_year
Hamid Hassan,38,5,0,2019-2019
Sharafuddin Ashraf,19,5,0,2019-2019
Brad Wheal,13,3,0,2019-2019
Alasdair Evans,42,9,0,2019-2019
Mark Watt,61,16,0,2019-2019
Fabian Allen,20,10,0,2019-2019
Asif Ali,21,6,0,2019-2019
Raymon Reifer,6,0,0,2019-2019
Abu Jayed,2,0,0,2019-2019
Mosaddek Hossain,43,18,0,2019-2019
Dimuth Karunaratne,44,13,0,2019-2019
Angelo Mathews,221,53,0,2019-2019
Lahiru Thirimanne,127,38,0,2019-2019
Jeevan Mendis,58,13,0,2019-2019
Suranga Lakmal,86,20,0,2019-2019
Michael Leask,69,30,0,2019-2019
Wahab Riaz,91,29,0,2019-2019
Andre Russell,56,11,0,2019-2019
David Warner,142,62,0,2019-2019
Steven Smith,142,81,0,2019-2019
Mitchell Starc,110,38,0,2019-2019
Chris Morris,42,9,0,2019-2019
Evin Lewis,57,20,0,2019-2019
Milinda Siriwardana,27,6,0,2019-2019
Hamilton Masakadza,209,71,0,2019-2019
Brendan Taylor,205,133,29,2019-2019
Tobias Visee,3,2,0,2019-2019
Max O'Dowd,33,5,0,2019-2019
Ben Cooper,13,2,0,2019-2019
Bas de Leede,30,14,0,2019-2019
Wesley Barresi,45,20,8,2019-2019
Fred Klaassen,19,5,0,2019-2019
Vivian Kingma,18,4,0,2019-2019
Roelof van der Merwe,16,6,0,2019-2019
Paul van Meekeren,13,4,0,2019-2019
Pieter Seelaar,57,18,0,2019-2019
Ainsley Ndlovu,2,0,0,2019-2019
Saqib Zulfiqar,13,1,0,2019-2019
Scott Edwards,38,36,6,2019-2019
Brandon Glover,9,3,0,2019-2019
Jeffrey Vandersay,20,4,0,2019-2019
Tinashe Kamunhukamwe,7,1,0,2019-2019
Shane Getkate,4,1,0,2019-2019
Sayed Shirzad,2,0,0,2019-2019
Richmond Mutumbami,36,24,5,2019-2019
Shafiul Islam,60,8,0,2019-2019
Lahiru Kumara,26,6,0,2019-2019
Taijul Islam,18,3,0,2019-2019
Shehan Jayasuriya,12,1,0,2019-2019
Wanindu Hasaranga,48,15,0,2019-2019
Anamul Haque,44,12,0,2019-2019
Shreyas Iyer,42,16,0,2019-2019
Gaudi Toka,22,7,0,2019-2019
Kiplin Doriga,39,19,6,2019-2019
Jay Odedra,9,2,0,2019-2019
Keemo Paul,30,15,0,2019-2019
Adrian Neill,9,3,0,2019-2019
Aamir Kaleem,3,2,0,2019-2019
Gavin Main,14,7,0,2019-2019
Hamza Tahir,31,5,0,2019-2019
Ajay Lalcheta,2,0,0,2019-2019
Hiri Hiri,34,2,0,2019-2019
Nisarg Patel,41,7,0,2019-2019
Elmore Hutchinson,11,4,0,2019-2019
Rusty Theron,18,7,0,2019-2019
Jason Kila,13,3,0,2019-2019
Alei Nao,26,10,0,2019-2019
Zhivago Groenewald,4,2,0,2019-2019
Simon Atai,15,9,1,2019-2019
Riley Hekure,25,6,0,2019-2019
Iftikhar Ahmed,12,11,0,2019-2019
Sadeera Samarawickrama,17,1,0,2019-2019
Minod Bhanuka,6,5,1,2019-2019
Mohammad Nawaz,28,12,0,2019-2019
Naveen-ul-Haq,7,2,0,2019-2019
Alzarri Joseph,61,19,0,2019-2019
Romario Shepherd,22,5,0,2019-2019
Kieron Pollard,123,64,0,2019-2019
Ibrahim Zadran,14,3,0,2019-2019
Brandon King,31,6,0,2019-2019
Yamin Ahmadzai,9,4,0,2019-2019
Vriitya Aravind,55,34,9,2019-2019
Darius D'Silva,6,1,0,2019-2019
Basil Hameed,37,15,0,2019-2019
Waheed Ahmed,7,4,0,2019-2019
Ahmed Raza,53,25,0,2019-2019
Karthik Meiyappan,31,10,0,2019-2019
Junaid Siddique,43,4,0,2019-2019
Ian Holland,15,6,0,2019-2019
Akshay Homraj,8,12,0,2019-2019
Cameron Stevenson,18,3,0,2019-2019
Nosthush Kenjige,40,17,0,2019-2019
Michael Jones,12,4,0,2019-2019
Dylan Budge,17,8,0,2019-2019
Josh Davey,31,10,0,2019-2019
Stuart Whittingham,5,3,0,2019-2019
Jonathan Figy,2,1,0,2019-2019
Shivam Dube,1,0,0,2019-2019
Deepak Chahar,13,1,0,2019-2019
Khary Pierre,3,0,0,2019-2019
Shardul Thakur,35,7,0,2019-2019
Navdeep Saini,8,3,0,2019-2019
Chirag Suri,37,10,0,2020-2020
Vriitya Aravind,55,34,9,2020-2020
Darius D'Silva,6,1,0,2020-2020
Basil Hameed,37,15,0,2020-2020
Muhammad Usman,38,11,0,2020-2020
Rohan Mustafa,81,35,0,2020-2020
Chundangapoyil Rizwan,41,9,0,2020-2020
Waheed Ahmed,7,4,0,2020-2020
Zawar Farid,10,1,0,2020-2020
Ahmed Raza,53,25,0,2020-2020
Junaid Siddique,43,4,0,2020-2020
Jatinder Singh,46,15,0,2020-2020
Khawar Ali,34,19,0,2020-2020
Mohammad Sanuth,3,0,0,2020-2020
Aqib Ilyas,25,6,0,2020-2020
Zeeshan Maqsood,42,22,0,2020-2020
Naseem Khushi,32,22,3,2020-2020
Mohammad Nadeem,34,6,0,2020-2020
Bilal Khan,45,4,0,2020-2020
Kaleemullah,39,9,0,2020-2020
Sandeep Goud,36,18,0,2020-2020
Karthik Meiyappan,31,10,0,2020-2020
Stephan Baard,19,5,0,2020-2020
Zane Green,33,39,4,2020-2020
JP Kotze,8,0,0,2020-2020
Gerhard Erasmus,40,22,0,2020-2020
Craig Williams,18,6,0,2020-2020
JJ Smit,29,9,0,2020-2020
Jan Frylinck,28,11,0,2020-2020
Karl Birkenstock,20,8,0,2020-2020
Pikky Ya France,25,7,0,2020-2020
Ben Shikongo,14,3,0,2020-2020
Bernard Scholtz,41,5,0,2020-2020
Paul Stirling,154,57,0,2020-2020
Gareth Delany,21,9,0,2020-2020
Andy Balbirnie,101,32,0,2020-2020
William Porterfield,148,68,0,2020-2020
Kevin O'Brien,153,67,0,2020-2020
Lorcan Tucker,44,59,3,2020-2020
Simi Singh,35,13,0,2020-2020
Mark Adair,41,18,0,2020-2020
Andy McBrine,82,32,0,2020-2020
Barry McCarthy,42,12,0,2020-2020
Boyd Rankin,75,17,0,2020-2020
Shai Hope,115,120,12,2020-2020
Evin Lewis,57,20,0,2020-2020
Brandon King,31,6,0,2020-2020
Shimron Hetmyer,47,19,0,2020-2020
Nicholas Pooran,61,23,2,2020-2020
Roston Chase,42,18,0,2020-2020
Kieron Pollard,123,64,0,2020-2020
Sheldon Cottrell,38,19,0,2020-2020
Keemo Paul,30,15,0,2020-2020
Alzarri Joseph,61,19,0,2020-2020
Hayden Walsh,22,4,0,2020-2020
Suraj Kumar,24,18,2,2020-2020
Jan-Izak de Villiers,2,0,0,2020-2020
Jonathan Figy,2,1,0,2020-2020
Romario Shepherd,22,5,0,2020-2020
Khary Pierre,3,0,0,2020-2020
James McCollum,10,2,0,2020-2020
Craig Young,39,10,0,2020-2020
Sunil Ambris,16,2,0,2020-2020
Oshane Thomas,20,0,0,2020-2020
Rohit Sharma,243,87,0,2020-2020
Shikhar Dhawan,167,83,0,2020-2020
KL Rahul,54,32,2,2020-2020
Virat Kohli,274,141,0,2020-2020
Shreyas Iyer,42,16,0,2020-2020
Rishabh Pant,30,26,1,2020-2020
Ravindra Jadeja,174,65,0,2020-2020
Shardul Thakur,35,7,0,2020-2020
Mohammed Shami,90,29,0,2020-2020
Kuldeep Yadav,81,12,0,2020-2020
Jasprit Bumrah,72,17,0,2020-2020
David Warner,142,62,0,2020-2020
Aaron Finch,146,71,0,2020-2020
Mitchell Starc,110,38,0,2020-2020
Pat Cummins,75,19,0,2020-2020
Kane Richardson,25,7,0,2020-2020
Adam Zampa,79,16,0,2020-2020
Ashton Agar,21,10,0,2020-2020
Manish Pandey,29,10,0,2020-2020
Steven Smith,142,81,0,2020-2020
Marnus Labuschagne,30,12,0,2020-2020
Alex Carey,64,73,8,2020-2020
Ashton Turner,9,4,0,2020-2020
Navdeep Saini,8,3,0,2020-2020
Josh Hazlewood,69,22,0,2020-2020
Jason Roy,116,46,0,2020-2020
Jonny Bairstow,95,48,3,2020-2020
Joe Root,158,78,0,2020-2020
Eoin Morgan,248,87,0,2020-2020
Joe Denly,16,7,0,2020-2020
Tom Banton,6,2,0,2020-2020
Sam Curran,23,5,0,2020-2020
Chris Woakes,112,47,0,2020-2020
Tom Curran,28,5,0,2020-2020
Chris Jordan,35,19,0,2020-2020
Quinton de Kock,140,183,14,2020-2020
Reeza Hendricks,27,16,0,2020-2020
Temba Bavuma,26,22,0,2020-2020
Rassie van der Dussen,45,19,0,2020-2020
JJ Smuts,6,3,0,2020-2020
Beuran Hendricks,8,2,0,2020-2020
Lungi Ngidi,45,11,0,2020-2020
Andile Phehlukwayo,74,16,0,2020-2020
Tabraiz Shamsi,44,8,0,2020-2020
Lutho Sipamla,5,1,0,2020-2020
Matt Parkinson,5,1,0,2020-2020
Prithvi Shaw,6,2,0,2020-2020
Mayank Agarwal,5,2,0,2020-2020
Kedar Jadhav,73,33,0,2020-2020
Martin Guptill,198,104,0,2020-2020
Henry Nicholls,66,24,0,2020-2020
Tom Blundell,6,5,1,2020-2020
Ross Taylor,236,142,0,2020-2020
Tom Latham,130,111,15,2020-2020
James Neesham,73,26,0,2020-2020
Colin de Grandhomme,45,17,0,2020-2020
Mitchell Santner,93,37,0,2020-2020
Tim Southee,154,43,0,2020-2020
Hamish Bennett,19,3,0,2020-2020
Ish Sodhi,46,10,0,2020-2020
Badal Singh,2,2,0,2020-2020
Paras Khadka,10,7,0,2020-2020
Gyanendra Malla,37,13,0,2020-2020
Sharad Vesawkar,4,1,0,2020-2020
Dipendra Singh Airee,50,26,0,2020-2020
Aarif Sheikh,47,21,0,2020-2020
Rohit Paudel,52,13,0,2020-2020
Binod Bhandari,17,21,1,2020-2020
Karan KC,46,6,0,2020-2020
Sandeep Lamichhane,49,8,0,2020-2020
Sushan Bhari,11,3,0,2020-2020
Abinash Bohara,2,0,0,2020-2020
Xavier Marshall,37,12,0,2020-2020
Aaron Jones,43,14,0,2020-2020
Steven Taylor,45,20,0,2020-2020
Monank Patel,47,33,2,2020-2020
Ian Holland,15,6,0,2020-2020
Akshay Homraj,8,12,0,2020-2020
Elmore Hutchinson,11,4,0,2020-2020
Timil Patel,7,2,0,2020-2020
Karima Gore,16,6,0,2020-2020
Rusty Theron,18,7,0,2020-2020
Saurabh Netravalkar,48,15,0,2020-2020
Jay Odedra,9,2,0,2020-2020
Mark Chapman,12,3,0,2020-2020
Kyle Jamieson,8,2,0,2020-2020
Yuzvendra Chahal,72,16,0,2020-2020
Subash Khakurel,6,0,1,2020-2020
Kushal Malla,27,6,0,2020-2020
Cameron Stevenson,18,3,0,2020-2020
Kamal Airee,3,0,0,2020-2020
David Miller,155,69,0,2020-2020
Moeen Ali,129,42,0,2020-2020
Adil Rashid,125,40,0,2020-2020
Saqib Mahmood,8,1,0,2020-2020
Kane Williamson,161,64,0,2020-2020
Nisarg Patel,41,7,0,2020-2020
Nosthush Kenjige,40,17,0,2020-2020
Darren Bravo,122,35,0,2020-2020
Jason Holder,138,65,0,2020-2020
Avishka Fernando,29,14,0,2020-2020
Dimuth Karunaratne,44,13,0,2020-2020
Kusal Perera,107,47,3,2020-2020
Kusal Mendis,106,67,3,2020-2020
Angelo Mathews,221,53,0,2020-2020
Dhananjaya de Silva,76,35,0,2020-2020
Thisara Perera,166,62,0,2020-2020
Wanindu Hasaranga,48,15,0,2020-2020
Isuru Udana,21,6,0,2020-2020
Lakshan Sandakan,31,8,0,2020-2020
Nuwan Pradeep,49,7,0,2020-2020
Fabian Allen,20,10,0,2020-2020
Janneman Malan,23,11,0,2020-2020
Kyle Verreynne,12,9,0,2020-2020
Heinrich Klaasen,36,34,5,2020-2020
Keshav Maharaj,27,4,0,2020-2020
Anrich Nortje,21,3,0,2020-2020
Mitchell Marsh,72,31,0,2020-2020
D'Arcy Short,8,2,0,2020-2020
Litton Das,72,47,3,2020-2020
Tamim Iqbal,241,68,0,2020-2020
Najmul Hossain Shanto,27,8,0,2020-2020
Mushfiqur Rahim,251,217,54,2020-2020
Mahmudullah,218,76,0,2020-2020
Mohammad Mithun,34,7,0,2020-2020
Mohammad Saifuddin,29,4,0,2020-2020
Mehidy Hasan Miraz,77,33,0,2020-2020
Mashrafe Mortaza,220,62,0,2020-2020
Tinashe Kamunhukamwe,7,1,0,2020-2020
Chamu Chibhabha,109,34,0,2020-2020
Regis Chakabva,61,53,5,2020-2020
Brendan Taylor,205,133,29,2020-2020
Wessly Madhevere,36,9,0,2020-2020
Sikandar Raza,136,54,0,2020-2020
Richmond Mutumbami,36,24,5,2020-2020
Tinotenda Mutombodzi,14,7,0,2020-2020
Donald Tiripano,38,5,0,2020-2020
Carl Mumba,7,1,0,2020-2020
Chris Mpofu,84,11,0,2020-2020
Mustafizur Rahman,89,15,0,2020-2020
Taijul Islam,18,3,0,2020-2020
Shafiul Islam,60,8,0,2020-2020
Sean Williams,156,58,0,2020-2020
Charlton Tshuma,2,0,0,2020-2020
Al-Amin Hossain,15,1,0,2020-2020
Afif Hossain,28,11,0,2020-2020
Jhye Richardson,15,5,0,2020-2020
Daryn Dupavillon,2,0,0,2020-2020
Lockie Ferguson,53,12,0,2020-2020
Trent Boult,99,37,0,2020-2020
Harry Tector,38,20,0,2020-2020
Curtis Campher,30,10,0,2020-2020
James Vince,25,10,0,2020-2020
Sam Billings,28,19,1,2020-2020
David Willey,64,26,0,2020-2020
Reece Topley,22,5,0,2020-2020
Josh Little,32,4,0,2020-2020
Marcus Stoinis,60,15,0,2020-2020
Glenn Maxwell,128,79,0,2020-2020
Jos Buttler,165,204,34,2020-2020
Jofra Archer,21,6,0,2020-2020
Mark Wood,59,13,0,2020-2020
Imam-ul-Haq,59,10,0,2020-2020
Abid Ali,6,3,0,2020-2020
Babar Azam,100,45,0,2020-2020
Haris Sohail,45,17,0,2020-2020
Mohammad Rizwan,57,52,2,2020-2020
Iftikhar Ahmed,12,11,0,2020-2020
Faheem Ashraf,31,8,0,2020-2020
Imad Wasim,55,12,0,2020-2020
Wahab Riaz,91,29,0,2020-2020
Shaheen Shah Afridi,36,7,0,2020-2020
Brian Chari,14,3,1,2020-2020
Craig Ervine,116,54,0,2020-2020
Tendai Chisoro,21,6,0,2020-2020
Richard Ngarava,39,6,0,2020-2020
Blessing Muzarabani,42,13,0,2020-2020
Haris Rauf,22,8,0,2020-2020
Haider Ali,2,1,0,2020-2020
Muhammad Musa,2,0,0,2020-2020
Fakhar Zaman,70,33,0,2020-2020
Khushdil Shah,10,6,0,2020-2020
Mohammad Hasnain,9,2,0,2020-2020
Hardik Pandya,74,30,0,2020-2020
Moises Henriques,16,6,0,2020-2020
Shubman Gill,24,15,0,2020-2020
Cameron Green,15,6,0,2020-2020
Sean Abbott,11,4,0,2020-2020
T Natarajan,2,0,0,2020-2020
Paul Stirling,154,57,0,2021-2021
Kevin O'Brien,153,67,0,2021-2021
Andy Balbirnie,101,32,0,2021-2021
Harry Tector,38,20,0,2021-2021
Lorcan Tucker,44,59,3,2021-2021
Curtis Campher,30,10,0,2021-2021
Gareth Delany,21,9,0,2021-2021
Zawar Farid,10,1,0,2021-2021
Vriitya Aravind,55,34,9,2021-2021
Chundangapoyil Rizwan,41,9,0,2021-2021
Alishan Sharafu,14,8,0,2021-2021
Muhammad Usman,38,11,0,2021-2021
Waheed Ahmed,7,4,0,2021-2021
Zahoor Khan,59,13,0,2021-2021
Kashif Daud,19,3,0,2021-2021
Ahmed Raza,53,25,0,2021-2021
Rohan Mustafa,81,35,0,2021-2021
Karthik Meiyappan,31,10,0,2021-2021
Craig Young,39,10,0,2021-2021
Barry McCarthy,42,12,0,2021-2021
Andy McBrine,82,32,0,2021-2021
Mark Adair,41,18,0,2021-2021
Simi Singh,35,13,0,2021-2021
Basil Hameed,37,15,0,2021-2021
Sunil Ambris,16,2,0,2021-2021
Joshua Da Silva,2,1,1,2021-2021
Andre McCarthy,2,0,0,2021-2021
Jason Mohammed,36,4,0,2021-2021
Kyle Mayers,25,10,0,2021-2021
Nkrumah Bonner,6,1,0,2021-2021
Rovman Powell,50,15,0,2021-2021
Raymon Reifer,6,0,0,2021-2021
Alzarri Joseph,61,19,0,2021-2021
Akeal Hosein,38,16,0,2021-2021
Chemar Holder,1,0,0,2021-2021
Litton Das,72,47,3,2021-2021
Tamim Iqbal,241,68,0,2021-2021
Najmul Hossain Shanto,27,8,0,2021-2021
Shakib Al Hasan,235,56,0,2021-2021
Mushfiqur Rahim,251,217,54,2021-2021
Mahmudullah,218,76,0,2021-2021
Rubel Hossain,104,20,0,2021-2021
Mustafizur Rahman,89,15,0,2021-2021
Hasan Mahmud,13,0,0,2021-2021
Mehidy Hasan Miraz,77,33,0,2021-2021
Rahmanullah Gurbaz,21,14,2,2021-2021
Javed Ahmadi,47,11,0,2021-2021
Rahmat Shah,94,24,0,2021-2021
Asghar Afghan,114,24,0,2021-2021
Mohammad Nabi,142,61,0,2021-2021
Gulbadin Naib,76,22,0,2021-2021
Najibullah Zadran,88,39,0,2021-2021
Azmatullah Omarzai,12,2,0,2021-2021
Rashid Khan,89,27,0,2021-2021
Mujeeb Ur Rahman,61,10,0,2021-2021
Naveen-ul-Haq,7,2,0,2021-2021
Kjorn Ottley,2,1,0,2021-2021
Hashmatullah Shahidi,59,13,0,2021-2021
Soumya Sarkar,61,34,0,2021-2021
Mohammad Saifuddin,29,4,0,2021-2021
Jahmar Hamilton,1,0,0,2021-2021
Keon Harding,1,0,0,2021-2021
Taskin Ahmed,59,10,0,2021-2021
James McCollum,10,2,0,2021-2021
Josh Little,32,4,0,2021-2021
Danushka Gunathilaka,47,14,0,2021-2021
Dimuth Karunaratne,44,13,0,2021-2021
Pathum Nissanka,34,12,0,2021-2021
Angelo Mathews,221,53,0,2021-2021
Dinesh Chandimal,157,62,8,2021-2021
Ashen Bandara,6,3,0,2021-2021
Kamindu Mendis,7,2,0,2021-2021
Wanindu Hasaranga,48,15,0,2021-2021
Dushmantha Chameera,44,7,0,2021-2021
Lakshan Sandakan,31,8,0,2021-2021
Nuwan Pradeep,49,7,0,2021-2021
Evin Lewis,57,20,0,2021-2021
Shai Hope,115,120,12,2021-2021
Darren Bravo,122,35,0,2021-2021
Jason Holder,138,65,0,2021-2021
Romario Shepherd,22,5,0,2021-2021
Kieron Pollard,123,64,0,2021-2021
Fabian Allen,20,10,0,2021-2021
Oshada Fernando,8,1,0,2021-2021
Thisara Perera,166,62,0,2021-2021
Nicholas Pooran,61,23,2,2021-2021
Dasun Shanaka,61,15,0,2021-2021
Anderson Phillip,5,2,0,2021-2021
Suranga Lakmal,86,20,0,2021-2021
Asitha Fernando,5,0,0,2021-2021
Mohammad Mithun,34,7,0,2021-2021
Mahedi Hasan,3,0,0,2021-2021
Martin Guptill,198,104,0,2021-2021
Henry Nicholls,66,24,0,2021-2021
Devon Conway,18,9,0,2021-2021
Will Young,15,3,0,2021-2021
Trent Boult,99,37,0,2021-2021
Matt Henry,72,23,0,2021-2021
Kyle Jamieson,8,2,0,2021-2021
James Neesham,73,26,0,2021-2021
Mitchell Santner,93,37,0,2021-2021
Tom Latham,130,111,15,2021-2021
Daryl Mitchell,25,10,0,2021-2021
Rohit Sharma,243,87,0,2021-2021
Shikhar Dhawan,167,83,0,2021-2021
Virat Kohli,274,141,0,2021-2021
Shreyas Iyer,42,16,0,2021-2021
KL Rahul,54,32,2,2021-2021
Hardik Pandya,74,30,0,2021-2021
Krunal Pandya,5,1,0,2021-2021
Jason Roy,116,46,0,2021-2021
Jonny Bairstow,95,48,3,2021-2021
Ben Stokes,105,49,0,2021-2021
Eoin Morgan,248,87,0,2021-2021
Jos Buttler,165,204,34,2021-2021
Sam Billings,28,19,1,2021-2021
Moeen Ali,129,42,0,2021-2021
Sam Curran,23,5,0,2021-2021
Tom Curran,28,5,0,2021-2021
Adil Rashid,125,40,0,2021-2021
Mark Wood,59,13,0,2021-2021
Bhuvneshwar Kumar,121,29,0,2021-2021
Prasidh Krishna,14,2,0,2021-2021
Shardul Thakur,35,7,0,2021-2021
Kuldeep Yadav,81,12,0,2021-2021
Ross Taylor,236,142,0,2021-2021
Rishabh Pant,30,26,1,2021-2021
Dawid Malan,18,7,0,2021-2021
Liam Livingstone,12,6,0,2021-2021
Reece Topley,22,5,0,2021-2021
T Natarajan,2,0,0,2021-2021
Aiden Markram,50,20,0,2021-2021
Quinton de Kock,140,183,14,2021-2021
Temba Bavuma,26,22,0,2021-2021
Rassie van der Dussen,45,19,0,2021-2021
Heinrich Klaasen,36,34,5,2021-2021
David Miller,155,69,0,2021-2021
Andile Phehlukwayo,74,16,0,2021-2021
Kagiso Rabada,89,31,0,2021-2021
Imam-ul-Haq,59,10,0,2021-2021
Fakhar Zaman,70,33,0,2021-2021
Babar Azam,100,45,0,2021-2021
Mohammad Rizwan,57,52,2,2021-2021
Danish Aziz,2,0,0,2021-2021
Asif Ali,21,6,0,2021-2021
Shadab Khan,56,14,0,2021-2021
Faheem Ashraf,31,8,0,2021-2021
Shaheen Shah Afridi,36,7,0,2021-2021
Mohammad Hasnain,9,2,0,2021-2021
Haris Rauf,22,8,0,2021-2021
Lungi Ngidi,45,11,0,2021-2021
Anrich Nortje,21,3,0,2021-2021
Tabraiz Shamsi,44,8,0,2021-2021
Sarfaraz Ahmed,117,119,24,2021-2021
Mohammad Nawaz,28,12,0,2021-2021
Hasan Ali,60,13,0,2021-2021
Janneman Malan,23,11,0,2021-2021
JJ Smuts,6,3,0,2021-2021
Kyle Verreynne,12,9,0,2021-2021
Keshav Maharaj,27,4,0,2021-2021
Beuran Hendricks,8,2,0,2021-2021
Lutho Sipamla,5,1,0,2021-2021
Daryn Dupavillon,2,0,0,2021-2021
Usman Qadir,1,1,0,2021-2021
Stephan Myburgh,22,4,0,2021-2021
Max O'Dowd,33,5,0,2021-2021
Ben Cooper,13,2,0,2021-2021
Pieter Seelaar,57,18,0,2021-2021
Scott Edwards,38,36,6,2021-2021
Bas de Leede,30,14,0,2021-2021
Saqib Zulfiqar,13,1,0,2021-2021
Logan van Beek,25,15,0,2021-2021
Aryan Dutt,25,3,0,2021-2021
Paul van Meekeren,13,4,0,2021-2021
Kyle Coetzer,89,26,0,2021-2021
Matthew Cross,90,118,7,2021-2021
Calum MacLeod,88,53,0,2021-2021
Richie Berrington,112,38,0,2021-2021
George Munsey,53,26,0,2021-2021
Dylan Budge,17,8,0,2021-2021
Mark Watt,61,16,0,2021-2021
Safyaan Sharif,77,20,0,2021-2021
Gavin Main,14,7,0,2021-2021
Alasdair Evans,42,9,0,2021-2021
Hamza Tahir,31,5,0,2021-2021
Vivian Kingma,18,4,0,2021-2021
Tobias Visee,3,2,0,2021-2021
Philippe Boissevain,6,2,0,2021-2021
Adrian Neill,9,3,0,2021-2021
Michael Leask,69,30,0,2021-2021
Afif Hossain,28,11,0,2021-2021
Kusal Perera,107,47,3,2021-2021
Kusal Mendis,106,67,3,2021-2021
Dhananjaya de Silva,76,35,0,2021-2021
Isuru Udana,21,6,0,2021-2021
Mosaddek Hossain,43,18,0,2021-2021
Shoriful Islam,17,2,0,2021-2021
Niroshan Dickwella,55,41,11,2021-2021
Ramesh Mendis,4,1,0,2021-2021
Mohammad Naim,4,4,0,2021-2021
Binura Fernando,4,1,0,2021-2021
Chamika Karunaratne,23,5,0,2021-2021
Timm van der Gugten,8,0,0,2021-2021
Fred Klaassen,19,5,0,2021-2021
Brandon Glover,9,3,0,2021-2021
William Porterfield,148,68,0,2021-2021
George Dockrell,117,43,0,2021-2021
Musa Ahmad,13,4,0,2021-2021
Charith Asalanka,35,9,0,2021-2021
Dhananjaya Lakshan,3,1,0,2021-2021
Praveen Jayawickrama,5,0,0,2021-2021
Joe Root,158,78,0,2021-2021
Chris Woakes,112,47,0,2021-2021
David Willey,64,26,0,2021-2021
Avishka Fernando,29,14,0,2021-2021
Saud Shakeel,5,2,0,2021-2021
Sohaib Maqsood,29,10,0,2021-2021
Phil Salt,14,4,0,2021-2021
Zak Crawley,3,4,0,2021-2021
Saqib Mahmood,8,1,0,2021-2021
Lewis Gregory,3,0,0,2021-2021
Craig Overton,7,4,0,2021-2021
Brydon Carse,9,1,0,2021-2021
Matt Parkinson,5,1,0,2021-2021
James Vince,25,10,0,2021-2021
John Simpson,3,9,0,2021-2021
Wessly Madhevere,36,9,0,2021-2021
Tadiwanashe Marumani,12,1,0,2021-2021
Brendan Taylor,205,133,29,2021-2021
Dion Myers,5,3,0,2021-2021
Regis Chakabva,61,53,5,2021-2021
Ryan Burl,47,20,0,2021-2021
Luke Jongwe,40,12,0,2021-2021
Blessing Muzarabani,42,13,0,2021-2021
Tendai Chatara,87,8,0,2021-2021
Richard Ngarava,39,6,0,2021-2021
Timycen Maruma,22,12,0,2021-2021
Lizaad Williams,1,0,0,2021-2021
Tinashe Kamunhukamwe,7,1,0,2021-2021
Sikandar Raza,136,54,0,2021-2021
Minod Bhanuka,6,5,1,2021-2021
Bhanuka Rajapaksa,5,0,0,2021-2021
Prithvi Shaw,6,2,0,2021-2021
Ishan Kishan,14,5,2,2021-2021
Manish Pandey,29,10,0,2021-2021
Suryakumar Yadav,23,14,0,2021-2021
Deepak Chahar,13,1,0,2021-2021
Yuzvendra Chahal,72,16,0,2021-2021
Donald Tiripano,38,5,0,2021-2021
Nurul Hasan,6,4,3,2021-2021
Kasun Rajitha,24,2,0,2021-2021
Josh Philippe,3,1,0,2021-2021
Ben McDermott,5,0,0,2021-2021
Mitchell Marsh,72,31,0,2021-2021
Moises Henriques,16,6,0,2021-2021
Alex Carey,64,73,8,2021-2021
Ashton Turner,9,4,0,2021-2021
Matthew Wade,97,108,9,2021-2021
Mitchell Starc,110,38,0,2021-2021
Adam Zampa,79,16,0,2021-2021
Wes Agar,2,0,0,2021-2021
Josh Hazlewood,69,22,0,2021-2021
Shimron Hetmyer,47,19,0,2021-2021
Hayden Walsh,22,4,0,2021-2021
Sheldon Cottrell,38,19,0,2021-2021
Riley Meredith,1,0,0,2021-2021
Sanju Samson,11,7,2,2021-2021
Nitish Rana,1,0,0,2021-2021
Krishnappa Gowtham,1,1,0,2021-2021
Rahul Chahar,1,0,0,2021-2021
Navdeep Saini,8,3,0,2021-2021
Chetan Sakariya,1,2,0,2021-2021
Akila Dananjaya,39,14,0,2021-2021
Ashton Agar,21,10,0,2021-2021
Reeza Hendricks,27,16,0,2021-2021
Wiaan Mulder,12,5,0,2021-2021
George Linde,2,3,0,2021-2021
Tony Ura,61,26,0,2021-2021
Lega Siaka,47,17,0,2021-2021
Assad Vala,66,34,0,2021-2021
Charles Amini,49,21,0,2021-2021
Sese Bau,57,20,0,2021-2021
Kiplin Doriga,39,19,6,2021-2021
Gaudi Toka,22,7,0,2021-2021
Hiri Hiri,34,2,0,2021-2021
Jason Kila,13,3,0,2021-2021
Damien Ravu,18,2,0,2021-2021
Nosaina Pokana,21,7,0,2021-2021
Steven Taylor,45,20,0,2021-2021
Sushant Modani,31,3,0,2021-2021
Monank Patel,47,33,2,2021-2021
Gajanand Singh,32,14,0,2021-2021
Jaskaran Malhotra,18,10,1,2021-2021
Saurabh Netravalkar,48,15,0,2021-2021
Jessy Singh,24,5,0,2021-2021
Nosthush Kenjige,40,17,0,2021-2021
Elmore Hutchinson,11,4,0,2021-2021
Karima Gore,16,6,0,2021-2021
Nisarg Patel,41,7,0,2021-2021
Chad Soper,56,14,0,2021-2021
Kushal Bhurtel,44,33,0,2021-2021
Aasif Sheikh,41,28,3,2021-2021
Gyanendra Malla,37,13,0,2021-2021
Aarif Sheikh,47,21,0,2021-2021
Sharad Vesawkar,4,1,0,2021-2021
Rohit Paudel,52,13,0,2021-2021
Kushal Malla,27,6,0,2021-2021
